id_city,id_reg,id_dep,city_name,dens_pop,density_degree,density_type,total_pop_2019,no_commute_pop,work_commute_perc
27112,28,27,Breteuil,78.67,5,"Bourgs ruraux",4331,453.054,89.5393
27113,28,27,Brétigny,25.74,6,"Rural à habitat dispersé",139,9.85816,92.9078
27114,28,27,Breuilpont,99.59,6,"Rural à habitat dispersé",1216,55.2752,95.4543
27115,28,27,Breux-sur-Avre,47.74,6,"Rural à habitat dispersé",338,35,89.645
27116,28,27,Brionne,250.39,5,"Bourgs ruraux",4199,455,89.1641
27117,28,27,Broglie,128.64,6,"Rural à habitat dispersé",1024,88.3308,91.3739
27118,28,27,Brosville,89.72,6,"Rural à habitat dispersé",646,35,94.582
27119,28,27,Bueil,328.92,5,"Bourgs ruraux",1615,125,92.2601
27120,28,27,Burey,74.81,5,"Bourgs ruraux",404,15,96.2871
27123,28,27,Caillouet-Orgeville,62.23,6,"Rural à habitat dispersé",491,60,87.78
27124,28,27,Cailly-sur-Eure,64.26,6,"Rural à habitat dispersé",214,29.3151,86.3014
27125,28,27,Calleville,77.01,6,"Rural à habitat dispersé",660,55,91.6667
27126,28,27,Campigny,105.59,5,"Bourgs ruraux",1134,66.9482,94.0963
27127,28,27,Canappeville,67.41,6,"Rural à habitat dispersé",699,30,95.7082
27129,28,27,Caorches-Saint-Nicolas,50.42,6,"Rural à habitat dispersé",594,31.0463,94.7733
27130,28,27,Capelle-les-Grands,31.29,6,"Rural à habitat dispersé",419,14.7734,96.4741
27132,28,27,Caugé,74.07,6,"Rural à habitat dispersé",860,41.7749,95.1425
27133,28,27,Caumont,177,5,"Bourgs ruraux",1062,46.3458,95.636
27134,28,27,Cauverville-en-Roumois,66.36,6,"Rural à habitat dispersé",215,NULL,NULL
27135,28,27,Cesseville,69.86,6,"Rural à habitat dispersé",459,5.16892,98.8739
27136,28,27,Chaignes,43.06,6,"Rural à habitat dispersé",276,5.00004,98.1884
27137,28,27,Chaise-Dieu-du-Theil,33.9,6,"Rural à habitat dispersé",201,19.726,90.1861
27138,28,27,Chamblac,18.95,7,"Rural à habitat très dispersé",396,30.1648,92.3826
27139,28,27,Chambord,11.76,7,"Rural à habitat très dispersé",172,15.1765,91.1765
27140,28,27,Chambray,48.93,6,"Rural à habitat dispersé",412,25.2772,93.8648
27141,28,27,Champ-Dolent,27.63,7,"Rural à habitat très dispersé",63,9.84375,84.375
27142,28,27,Champenard,121.12,6,"Rural à habitat dispersé",281,15,94.6619
27144,28,27,Champigny-la-Futelaye,17.4,7,"Rural à habitat très dispersé",278,40.7412,85.3449
27146,28,27,"La Chapelle-Bayvel",77.48,6,"Rural à habitat dispersé",375,24.6461,93.4277
27147,28,27,"La Chapelle-du-Bois-des-Faulx",157.44,6,"Rural à habitat dispersé",688,26.3588,96.1688
27148,28,27,"La Chapelle-Gauthier",24.83,7,"Rural à habitat très dispersé",408,24.8762,93.9029
27149,28,27,"La Chapelle-Hareng",27.76,7,"Rural à habitat très dispersé",113,NULL,NULL
27151,28,27,Charleval,122.63,5,"Bourgs ruraux",1734,167.763,90.3251
27152,28,27,Château-sur-Epte,120.87,5,"Bourgs ruraux",556,40.7894,92.6638
27153,28,27,Chauvincourt-Provemont,33.89,6,"Rural à habitat dispersé",367,39.4129,89.2608
27154,28,27,Chavigny-Bailleul,32.46,6,"Rural à habitat dispersé",598,40.3404,93.2541
27155,28,27,Chennebrun,36.64,7,"Rural à habitat très dispersé",107,10,90.6542
27156,28,27,Chéronvilliers,21.94,6,"Rural à habitat dispersé",472,30,93.6441
27157,28,27,Marbois,28.49,6,"Rural à habitat dispersé",1326,70,94.721
27158,28,27,Cierrey,190.57,6,"Rural à habitat dispersé",768,25,96.7448
27161,28,27,Claville,61.33,6,"Rural à habitat dispersé",1083,75,93.0748
27162,28,27,Collandres-Quincarnon,30.45,6,"Rural à habitat dispersé",243,NULL,NULL
27163,28,27,Colletot,47.92,6,"Rural à habitat dispersé",207,15.3713,92.5743
27164,28,27,Combon,50.25,6,"Rural à habitat dispersé",819,65.5802,91.9926
27165,28,27,Conches-en-Ouche,298.74,5,"Bourgs ruraux",4995,602.493,87.9381
27167,28,27,Condé-sur-Risle,66.57,6,"Rural à habitat dispersé",657,40.9364,93.7692
27168,28,27,Connelles,43.17,6,"Rural à habitat dispersé",180,14.5729,91.9039
27169,28,27,Conteville,94.57,6,"Rural à habitat dispersé",1010,29.8522,97.0443
27170,28,27,Cormeilles,391.15,5,"Bourgs ruraux",1193,149.085,87.5034
27171,28,27,"Le Cormier",36.74,6,"Rural à habitat dispersé",385,41.2869,89.2761
27173,28,27,Corneville-la-Fouquetière,30.58,7,"Rural à habitat très dispersé",122,10.0826,91.7355
27174,28,27,Corneville-sur-Risle,103.55,6,"Rural à habitat dispersé",1370,110,91.9708
27176,28,27,Coudray,28.02,6,"Rural à habitat dispersé",218,10.0461,95.3917
27177,28,27,Coudres,35.72,6,"Rural à habitat dispersé",549,59.9854,89.0737
27179,28,27,Courbépine,60.12,6,"Rural à habitat dispersé",716,45,93.7151
27180,28,27,Courcelles-sur-Seine,383.55,4,"Ceintures urbaines",2098,83.7623,96.0075
27181,28,27,Courdemanche,67.07,6,"Rural à habitat dispersé",603,40.7593,93.2406
27182,28,27,Courteilles,25.16,7,"Rural à habitat très dispersé",157,9.69136,93.8272
27183,28,27,"La Couture-Boussey",211.74,5,"Bourgs ruraux",2308,135.509,94.1287
27184,28,27,Crasville,50.61,6,"Rural à habitat dispersé",124,NULL,NULL
27185,28,27,Crestot,94.14,6,"Rural à habitat dispersé",594,5.34394,99.1003
27187,28,27,Criquebeuf-la-Campagne,42.58,6,"Rural à habitat dispersé",330,4.88054,98.521
27188,28,27,Criquebeuf-sur-Seine,101.02,5,"Bourgs ruraux",1489,87.1722,94.1456
27189,28,27,"La Croisille",80,6,"Rural à habitat dispersé",432,19.4928,95.4878
27190,28,27,Croisy-sur-Eure,52.41,6,"Rural à habitat dispersé",207,9.60479,95.36
27191,28,27,"Clef Vallée d'Eure",97.69,5,"Bourgs ruraux",2500,206.488,91.7405
27192,28,27,Crosville-la-Vieille,78.55,6,"Rural à habitat dispersé",608,25.4387,95.816
27193,28,27,Croth,131.02,5,"Bourgs ruraux",1377,35,97.4582
27194,28,27,Cuverville,40.52,6,"Rural à habitat dispersé",250,5.0813,97.9675
27196,28,27,"Les Damps",289.24,5,"Bourgs ruraux",1371,53.9073,96.068
27198,28,27,Mesnils-sur-Iton,49,6,"Rural à habitat dispersé",6126,780.529,87.2587
27199,28,27,Dangu,71.64,6,"Rural à habitat dispersé",571,35.1124,93.8507
27200,28,27,Dardez,52.84,6,"Rural à habitat dispersé",149,4.86928,96.732
27201,28,27,Daubeuf-la-Campagne,37.07,6,"Rural à habitat dispersé",235,10.1293,95.6897
27202,28,27,Daubeuf-près-Vatteville,40.88,6,"Rural à habitat dispersé",464,25.2734,94.5531
27203,28,27,Douains,42.41,6,"Rural à habitat dispersé",478,41.4751,91.3232
27204,28,27,Doudeauville-en-Vexin,48.55,6,"Rural à habitat dispersé",284,25.8182,90.9091
27205,28,27,Douville-sur-Andelle,100.22,6,"Rural à habitat dispersé",452,10.4186,97.695
27206,28,27,Droisy,25.79,7,"Rural à habitat très dispersé",451,5.0567,98.8788
27207,28,27,Drucourt,49.37,6,"Rural à habitat dispersé",591,10.1199,98.2877
27208,28,27,Duranville,31.92,6,"Rural à habitat dispersé",151,4.96626,96.7111
27209,28,27,Écaquelon,46.09,6,"Rural à habitat dispersé",601,20,96.6722
27210,28,27,Écardenville-la-Campagne,64.05,6,"Rural à habitat dispersé",474,50.1868,89.4121
27212,28,27,Écauville,32.54,6,"Rural à habitat dispersé",109,NULL,NULL
27213,28,27,Vexin-sur-Epte,51.99,6,"Rural à habitat dispersé",5952,490,91.7675
27214,28,27,Écouis,62.43,6,"Rural à habitat dispersé",816,74.3279,90.8912
27215,28,27,Ecquetot,68.12,6,"Rural à habitat dispersé",391,26.5768,93.2029
27216,28,27,Émalleville,117.66,6,"Rural à habitat dispersé",493,15,96.9574
27217,28,27,Émanville,51.67,6,"Rural à habitat dispersé",556,44.9799,91.9101
27218,28,27,Épaignes,60.54,6,"Rural à habitat dispersé",1580,162.007,89.7464
27219,28,27,Épégard,124.49,6,"Rural à habitat dispersé",549,20.4851,96.2687
27220,28,27,Épieds,71.66,6,"Rural à habitat dispersé",349,15.0865,95.6772
27222,28,27,Épreville-en-Lieuvin,29.46,7,"Rural à habitat très dispersé",198,15.2308,92.3077
27224,28,27,Épreville-près-le-Neubourg,59.51,6,"Rural à habitat dispersé",460,25.3304,94.4934
27226,28,27,Étrépagny,183.02,5,"Bourgs ruraux",3730,489.195,86.8849
27227,28,27,Étréville,59.22,6,"Rural à habitat dispersé",665,45,93.2331
27228,28,27,Éturqueraye,44.64,6,"Rural à habitat dispersé",300,4.97403,98.342
27229,28,27,Évreux,1751.66,2,"Centres urbains intermédiaires",46349,11020.8,76.2221
27230,28,27,Ézy-sur-Eure,415.02,3,"Petites villes",3702,333.993,90.978
27231,28,27,Fains,118.57,6,"Rural à habitat dispersé",447,35.9453,91.9585
27232,28,27,Farceaux,45.5,6,"Rural à habitat dispersé",344,20.1573,94.1403
27233,28,27,Fatouville-Grestain,70.86,6,"Rural à habitat dispersé",727,78.1443,89.2511
27234,28,27,Fauville,104.82,6,"Rural à habitat dispersé",348,39.7488,88.5779
27235,28,27,Faverolles-la-Campagne,36.31,7,"Rural à habitat très dispersé",171,5.51613,96.7742
27237,28,27,"Le Favril",41.19,7,"Rural à habitat très dispersé",166,9.65116,94.186
27238,28,27,Ferrières-Haut-Clocher,102.11,6,"Rural à habitat dispersé",1162,55.1699,95.2522
27239,28,27,Ferrières-Saint-Hilaire,42.58,6,"Rural à habitat dispersé",419,15.0283,96.4133
27240,28,27,"La Ferrière-sur-Risle",920.83,6,"Rural à habitat dispersé",221,30.0198,86.4164
27241,28,27,Feuguerolles,21.34,6,"Rural à habitat dispersé",175,4.97159,97.1591
27242,28,27,"Le Fidelaire",30.31,6,"Rural à habitat dispersé",1017,39.8976,96.0769
27243,28,27,Fiquefleur-Équainville,75.41,6,"Rural à habitat dispersé",739,10.0554,98.6393
27245,28,27,Fleury-la-Forêt,32.99,6,"Rural à habitat dispersé",259,62.5191,75.8614
27246,28,27,Fleury-sur-Andelle,483.91,5,"Bourgs ruraux",1834,211.814,88.4507
27247,28,27,Flipou,46.48,6,"Rural à habitat dispersé",324,14.8821,95.4068
27248,28,27,Folleville,31.98,6,"Rural à habitat dispersé",197,14.7015,92.5373
27249,28,27,Fontaine-Bellenger,232.86,5,"Bourgs ruraux",1155,70.2988,93.9135
27251,28,27,Fontaine-l'Abbé,41.5,6,"Rural à habitat dispersé",549,20,96.357
27252,28,27,Fontaine-la-Louvet,29.52,6,"Rural à habitat dispersé",328,29.2736,91.0751
27254,28,27,Fontaine-sous-Jouy,115.42,6,"Rural à habitat dispersé",846,47,94.4444
27256,28,27,"La Forêt-du-Parc",81.36,6,"Rural à habitat dispersé",624,20,96.7949
27258,28,27,Fort-Moville,56.01,6,"Rural à habitat dispersé",522,5.20059,99.0037
27259,28,27,Foucrainville,17.11,6,"Rural à habitat dispersé",90,25,72.2222
27260,28,27,Foulbec,55.9,6,"Rural à habitat dispersé",663,50.8744,92.3266
27261,28,27,Fouqueville,54.77,6,"Rural à habitat dispersé",448,20.2715,95.4751
27263,28,27,"Le Perrey",58.13,6,"Rural à habitat dispersé",1244,51.4349,95.8654
27266,28,27,Franqueville,104.62,6,"Rural à habitat dispersé",317,10.2258,96.7742
27267,28,27,Freneuse-sur-Risle,43.05,6,"Rural à habitat dispersé",350,20.2078,94.2263
27269,28,27,Fresne-Cauverville,31.54,6,"Rural à habitat dispersé",194,14.8469,92.3469
27271,28,27,Fresney,51.89,6,"Rural à habitat dispersé",329,35.9844,89.0625
27273,28,27,Gadencourt,97.94,6,"Rural à habitat dispersé",381,19.8845,94.781
27275,28,27,Gaillon,673.21,2,"Centres urbains intermédiaires",6860,735,89.2857
27276,28,27,Gamaches-en-Vexin,32.83,6,"Rural à habitat dispersé",285,15.387,94.601
27277,28,27,"La Baronnie",65.69,6,"Rural à habitat dispersé",737,35.2361,95.219
27278,28,27,Garennes-sur-Eure,184.89,5,"Bourgs ruraux",1945,100,94.8586
27279,28,27,Gasny,237.24,5,"Bourgs ruraux",3058,307.507,89.9442
27280,28,27,Gauciel,108.42,6,"Rural à habitat dispersé",837,230.363,72.4775
27281,28,27,Gaudreville-la-Rivière,33.58,6,"Rural à habitat dispersé",226,14.7981,93.4522
27282,28,27,Gauville-la-Campagne,98.54,6,"Rural à habitat dispersé",606,15.7309,97.4041
27284,28,27,Gisors,701.62,2,"Centres urbains intermédiaires",11696,1676.69,85.6644
27285,28,27,Giverny,76.47,6,"Rural à habitat dispersé",494,90.1583,81.7493
27286,28,27,Giverville,66.61,6,"Rural à habitat dispersé",409,47.1673,88.4677
27287,28,27,Glisolles,79.21,6,"Rural à habitat dispersé",865,50.2697,94.1885
27288,28,27,Glos-sur-Risle,81.72,6,"Rural à habitat dispersé",599,35.1456,94.1326
27289,28,27,"La Goulafrière",11.68,7,"Rural à habitat très dispersé",168,10,94.0476
27290,28,27,Goupil-Othon,84.86,6,"Rural à habitat dispersé",1256,80,93.6306
27291,28,27,Gournay-le-Guérin,10.27,7,"Rural à habitat très dispersé",126,19.0909,84.8485
27294,28,27,"Val d'Orger",90.34,6,"Rural à habitat dispersé",991,29.9393,96.9789
27295,28,27,Grand-Camp,33.88,6,"Rural à habitat dispersé",478,20.3404,95.7447
27298,28,27,Graveron-Sémerville,39.23,6,"Rural à habitat dispersé",315,10.226,96.7536
27299,28,27,Gravigny,400.2,2,"Centres urbains intermédiaires",3994,310,92.2384
27300,28,27,Grosley-sur-Risle,39.98,6,"Rural à habitat dispersé",527,30.1722,94.2747
27301,28,27,Grossœuvre,81.54,5,"Bourgs ruraux",1334,32.9968,97.5265
27302,28,27,"Le Bosc du Theil",64.89,6,"Rural à habitat dispersé",1305,45,96.5517
27304,28,27,Guerny,27.53,6,"Rural à habitat dispersé",166,20.3681,87.7301
27306,28,27,Guichainville,192.82,5,"Bourgs ruraux",2954,177.191,94.0017
27307,28,27,Guiseniers,43.51,6,"Rural à habitat dispersé",466,31.3221,93.2785
27309,28,27,L'Habit,99.21,5,"Bourgs ruraux",504,29.7951,94.0883
27310,28,27,Hacqueville,43.43,6,"Rural à habitat dispersé",426,39.8182,90.653
27311,28,27,Harcourt,71.45,6,"Rural à habitat dispersé",1086,35.7735,96.7059
27312,28,27,Hardencourt-Cocherel,55.38,6,"Rural à habitat dispersé",273,25.3668,90.7081
27313,28,27,"La Harengère",169.64,6,"Rural à habitat dispersé",609,10.1803,98.3284
27315,28,27,Harquency,19.28,6,"Rural à habitat dispersé",269,9.88971,96.3235
27316,28,27,Hauville,87,6,"Rural à habitat dispersé",1278,50.2406,96.0688
27317,28,27,"La Haye-Aubrée",61.07,6,"Rural à habitat dispersé",458,15.337,96.6513
27318,28,27,"La Haye-de-Calleville",87.8,6,"Rural à habitat dispersé",259,20.1639,92.2147
27319,28,27,"La Haye-de-Routot",122.31,6,"Rural à habitat dispersé",307,9.96518,96.754
27320,28,27,"La Haye-du-Theil",43.3,6,"Rural à habitat dispersé",304,10.2625,96.6242
27321,28,27,"La Haye-le-Comte",40.36,6,"Rural à habitat dispersé",134,4.96296,96.2963
27322,28,27,"La Haye-Malherbe",140.18,5,"Bourgs ruraux",1392,50,96.408
27323,28,27,"La Haye-Saint-Sylvestre",15.08,7,"Rural à habitat très dispersé",281,20,92.8826
27324,28,27,Hébécourt,54.89,6,"Rural à habitat dispersé",617,35,94.3274
27325,28,27,Hecmanville,62.54,6,"Rural à habitat dispersé",187,4.81959,97.4227
27326,28,27,Hécourt,41.14,6,"Rural à habitat dispersé",318,24.9087,92.1671
27327,28,27,Hectomare,103.41,6,"Rural à habitat dispersé",212,10,95.283
27329,28,27,Hennezis,49.33,6,"Rural à habitat dispersé",771,55.6496,92.7822
27330,28,27,Herqueville,35.37,6,"Rural à habitat dispersé",133,9.92537,92.5373
27331,28,27,Heubécourt-Haricourt,38.26,6,"Rural à habitat dispersé",456,32.2692,92.9234
27332,28,27,Heudebouville,84.27,6,"Rural à habitat dispersé",782,69.7309,91.083
27333,28,27,Heudicourt,66.92,6,"Rural à habitat dispersé",718,45.9789,93.5962
27334,28,27,Heudreville-en-Lieuvin,26.27,7,"Rural à habitat très dispersé",109,4.95455,95.4545
27335,28,27,Heudreville-sur-Eure,76.11,6,"Rural à habitat dispersé",1077,67.5727,93.7258
27336,28,27,"La Heunière",140.39,6,"Rural à habitat dispersé",431,20.8268,95.1678
27337,28,27,Heuqueville,45.82,6,"Rural à habitat dispersé",356,35,90.1685
27338,28,27,"Les Hogues",57.07,6,"Rural à habitat dispersé",674,35,94.8071
27339,28,27,Hondouville,114.83,6,"Rural à habitat dispersé",790,49.2278,93.7686
27340,28,27,Honguemare-Guenouville,76.34,6,"Rural à habitat dispersé",710,91.6712,87.0886
27341,28,27,L'Hosmes,9.94,7,"Rural à habitat très dispersé",67,9.71014,85.5072
27342,28,27,Houetteville,29.49,6,"Rural à habitat dispersé",202,9.85366,95.1219
27343,28,27,Houlbec-Cocherel,109.97,6,"Rural à habitat dispersé",1280,70,94.5312
27345,28,27,"La Houssaye",49.18,6,"Rural à habitat dispersé",209,5,97.6077
27346,28,27,Houville-en-Vexin,28.92,6,"Rural à habitat dispersé",234,4.97872,97.8723
27347,28,27,Huest,119.48,5,"Bourgs ruraux",785,25.2249,96.7866
27348,28,27,Igoville,313.01,4,"Ceintures urbaines",1756,105.791,93.9754
27349,28,27,Illeville-sur-Montfort,57.99,6,"Rural à habitat dispersé",867,65.4563,92.4502
27350,28,27,Illiers-l'Évêque,48.42,6,"Rural à habitat dispersé",999,45.1718,95.4783
27351,28,27,Incarville,200.71,4,"Ceintures urbaines",1423,110.543,92.2317
27353,28,27,Irreville,83.93,6,"Rural à habitat dispersé",470,35.1059,92.5307
27354,28,27,Iville,48.35,6,"Rural à habitat dispersé",426,48.2929,88.6637
27355,28,27,Ivry-la-Bataille,343.43,5,"Bourgs ruraux",2665,200,92.4953
27358,28,27,Jouy-sur-Eure,60.31,6,"Rural à habitat dispersé",591,81.0763,86.2815
27359,28,27,Juignettes,17.44,7,"Rural à habitat très dispersé",226,19.9331,91.18
27360,28,27,Jumelles,45.13,6,"Rural à habitat dispersé",329,5.01642,98.4753
27361,28,27,"La Lande-Saint-Léger",48.49,6,"Rural à habitat dispersé",386,24.4304,93.6709
27363,28,27,"Le Landin",70.16,6,"Rural à habitat dispersé",221,10,95.4751
27364,28,27,Launay,86.28,6,"Rural à habitat dispersé",195,14.4802,92.5743
27365,28,27,Léry,236.92,4,"Ceintures urbaines",2028,117.389,94.2116
27366,28,27,Letteguives,50.49,6,"Rural à habitat dispersé",207,10.0485,95.1456
27367,28,27,Lieurey,81.66,5,"Bourgs ruraux",1487,148.641,90.004
27368,28,27,Lignerolles,53.86,6,"Rural à habitat dispersé",335,15.4878,95.3768
27369,28,27,Lilly,13.1,6,"Rural à habitat dispersé",79,NULL,NULL
27370,28,27,Lisors,30.6,6,"Rural à habitat dispersé",329,25.7837,92.163
27371,28,27,Livet-sur-Authou,40.77,7,"Rural à habitat très dispersé",159,10,93.7107
27372,28,27,Longchamps,44.2,6,"Rural à habitat dispersé",682,45,93.4018
27373,28,27,Lorleau,9.59,7,"Rural à habitat très dispersé",118,16.8571,85.7143
27374,28,27,Louversey,49.39,6,"Rural à habitat dispersé",530,14.1492,97.3303
27375,28,27,Louviers,684.33,2,"Centres urbains intermédiaires",18518,2785.71,84.9568
27376,28,27,Louye,42.88,6,"Rural à habitat dispersé",223,5.06818,97.7273
27377,28,27,Lyons-la-Forêt,26.38,6,"Rural à habitat dispersé",712,74.9226,89.4772
27378,28,27,"La Madeleine-de-Nonancourt",50.55,6,"Rural à habitat dispersé",1143,85,92.5634
27379,28,27,Mainneville,54.55,6,"Rural à habitat dispersé",444,40,90.991
27380,28,27,Malleville-sur-le-Bec,37.97,6,"Rural à habitat dispersé",265,25,90.566
27381,28,27,Malouy,51.59,6,"Rural à habitat dispersé",162,15,90.7407
27382,28,27,Mandeville,104.59,6,"Rural à habitat dispersé",319,NULL,NULL
27383,28,27,Mandres,31.89,6,"Rural à habitat dispersé",376,5.06728,98.6523
27384,28,27,Manneville-la-Raoult,67.57,6,"Rural à habitat dispersé",498,24.9237,94.9952
27385,28,27,Manneville-sur-Risle,160.62,6,"Rural à habitat dispersé",1497,80.9743,94.5909
27386,28,27,"Le Manoir",556.07,4,"Ceintures urbaines",1329,89.6878,93.2515
27388,28,27,Marais-Vernier,19.5,6,"Rural à habitat dispersé",487,46.0984,90.5342
27389,28,27,Marbeuf,54.48,6,"Rural à habitat dispersé",462,50.6224,89.0428
27390,28,27,Marcilly-la-Campagne,57.49,6,"Rural à habitat dispersé",1121,25,97.7699
27391,28,27,Marcilly-sur-Eure,103.29,6,"Rural à habitat dispersé",1599,105.338,93.4122
27392,28,27,Martagny,34.25,6,"Rural à habitat dispersé",150,14.8026,90.1316
27393,28,27,Martainville,55.34,6,"Rural à habitat dispersé",503,20.7919,95.8664
27394,28,27,Martot,58.02,6,"Rural à habitat dispersé",492,35.1047,92.8649
27395,28,27,Mélicourt,13.75,7,"Rural à habitat très dispersé",88,NULL,NULL
27396,28,27,Ménesqueville,111.99,6,"Rural à habitat dispersé",467,25.2172,94.6002
27397,28,27,Ménilles,298.97,3,"Petites villes",1737,145.042,91.6499
27398,28,27,Menneval,222.62,3,"Petites villes",1476,80.773,94.5276
27399,28,27,Mercey,14.86,6,"Rural à habitat dispersé",52,NULL,NULL
27400,28,27,Merey,39.49,6,"Rural à habitat dispersé",342,5.04425,98.5251
27401,28,27,"Le Mesnil-Fuguet",49.44,6,"Rural à habitat dispersé",177,NULL,NULL
27403,28,27,"Le Mesnil-Jourdain",22.67,6,"Rural à habitat dispersé",236,15,93.6441
27404,28,27,Mesnil-Rousset,12.6,7,"Rural à habitat très dispersé",91,NULL,NULL
27405,28,27,Mesnil-sous-Vienne,17.83,6,"Rural à habitat dispersé",102,NULL,NULL
27406,28,27,Mesnil-sur-l'Estrée,154.34,6,"Rural à habitat dispersé",889,36.7711,95.8638
27407,28,27,Mesnil-Verclives,32.63,6,"Rural à habitat dispersé",325,30.6914,90.5565
27408,28,27,Mézières-en-Vexin,47.48,6,"Rural à habitat dispersé",603,35.3587,94.1362
27410,28,27,Miserey,79.28,6,"Rural à habitat dispersé",643,71.2465,88.9197
27411,28,27,Moisville,33.19,6,"Rural à habitat dispersé",232,5.06582,97.8165
27412,28,27,"Terres de Bord",66.44,6,"Rural à habitat dispersé",1491,100.737,93.2437
27413,28,27,Montfort-sur-Risle,197.21,6,"Rural à habitat dispersé",777,50.3337,93.522
27414,28,27,Montreuil-l'Argillé,61.44,6,"Rural à habitat dispersé",843,113.786,86.5022
27415,28,27,Morainville-Jouveaux,23.98,7,"Rural à habitat très dispersé",369,35.0951,90.4891
27417,28,27,Morgny,38.51,6,"Rural à habitat dispersé",669,65.6738,90.1833
27418,28,27,Morsan,21.74,6,"Rural à habitat dispersé",105,4.81651,95.4128
27419,28,27,Mouettes,90.58,6,"Rural à habitat dispersé",760,40.6961,94.6452
27420,28,27,Mouflaines,43.73,6,"Rural à habitat dispersé",164,5,96.9512
27421,28,27,Mousseaux-Neuville,45.07,6,"Rural à habitat dispersé",640,20,96.875
27422,28,27,Muids,57.56,6,"Rural à habitat dispersé",876,40.0001,95.4338
27423,28,27,Muzy,84.1,6,"Rural à habitat dispersé",772,65,91.5803
27424,28,27,Nagel-Séez-Mesnil,27.82,6,"Rural à habitat dispersé",326,25.0776,92.3075
27425,28,27,"Nassandres sur Risle",94.06,5,"Bourgs ruraux",2406,231.836,90.3643
27426,28,27,Neaufles-Saint-Martin,145.31,5,"Bourgs ruraux",1318,76.3335,94.2084
27427,28,27,Neaufles-Auvergny,24.21,7,"Rural à habitat très dispersé",420,19.981,95.2426
27428,28,27,"Le Neubourg",427.95,5,"Bourgs ruraux",4241,650,84.6734
27429,28,27,Neuilly,38.85,6,"Rural à habitat dispersé",183,5.14045,97.191
27430,28,27,"La Neuve-Grange",67.39,6,"Rural à habitat dispersé",343,36.412,89.3843
27431,28,27,"La Neuve-Lyre",202.81,5,"Bourgs ruraux",578,76.0185,86.848
27432,28,27,"La Neuville-du-Bosc",48.24,6,"Rural à habitat dispersé",697,43.5023,93.7586
27433,28,27,Neuville-sur-Authou,34.48,6,"Rural à habitat dispersé",191,10,94.7644
27434,28,27,Noards,13.06,7,"Rural à habitat très dispersé",55,10.1852,81.4815
27435,28,27,"La Noë-Poulain",60.64,6,"Rural à habitat dispersé",285,10.7547,96.2264
27436,28,27,Nogent-le-Sec,43.52,6,"Rural à habitat dispersé",440,5.14408,98.8309
27437,28,27,Nojeon-en-Vexin,26.11,6,"Rural à habitat dispersé",340,10,97.0588
27438,28,27,Nonancourt,315.53,3,"Petites villes",2275,156.013,93.1423
27439,28,27,Normanville,123.96,4,"Ceintures urbaines",1133,30.6283,97.2967
27440,28,27,Notre-Dame-de-l'Isle,55.8,6,"Rural à habitat dispersé",659,50.4608,92.3428
27441,28,27,Notre-Dame-d'Épine,43.53,7,"Rural à habitat très dispersé",74,26.0563,64.7887
27442,28,27,Notre-Dame-du-Hamel,14.58,7,"Rural à habitat très dispersé",198,30,84.8485
27444,28,27,"Le Noyer-en-Ouche",21.1,7,"Rural à habitat très dispersé",230,30.1046,86.911
27445,28,27,Noyers,47.11,6,"Rural à habitat dispersé",253,9.77931,96.1347
27446,28,27,Ormes,33.97,6,"Rural à habitat dispersé",479,23.7576,95.0402
27447,28,27,"Le Val-Doré",44.52,6,"Rural à habitat dispersé",898,91.0201,89.8641
27448,28,27,Pacy-sur-Eure,229.51,3,"Petites villes",5056,711.985,85.918
27451,28,27,Parville,64.32,6,"Rural à habitat dispersé",292,20,93.1507
27453,28,27,Perriers-sur-Andelle,160.75,5,"Bourgs ruraux",1802,115.163,93.6092
27454,28,27,Perruel,86.59,6,"Rural à habitat dispersé",465,30.1296,93.5205
27455,28,27,Piencourt,18.97,7,"Rural à habitat très dispersé",165,25,84.8485
27456,28,27,Pinterville,128.16,4,"Ceintures urbaines",760,44.5893,94.133
27457,28,27,Piseux,35.46,6,"Rural à habitat dispersé",696,20,97.1264
27458,28,27,Pîtres,241.39,4,"Ceintures urbaines",2648,194.25,92.6643
27459,28,27,"Les Places",37.82,7,"Rural à habitat très dispersé",73,10.2817,85.9155
27460,28,27,Plainville,31.98,6,"Rural à habitat dispersé",205,5,97.561
27462,28,27,"Le Planquay",39.85,7,"Rural à habitat très dispersé",161,25.6369,84.0764
27463,28,27,Plasnes,44.89,6,"Rural à habitat dispersé",721,61.2438,91.5057
27464,28,27,"Le Plessis-Grohan",110.02,6,"Rural à habitat dispersé",911,52.6317,94.2226
27465,28,27,"Le Plessis-Hébert",34.27,6,"Rural à habitat dispersé",402,20.3165,94.9462
27466,28,27,"Le Plessis-Sainte-Opportune",29.55,7,"Rural à habitat très dispersé",336,25,92.5595
27467,28,27,Pont-Audemer,680.9,2,"Centres urbains intermédiaires",9982,1950.66,80.4582
27468,28,27,Pont-Authou,171.02,6,"Rural à habitat dispersé",602,48.6154,91.9244
27469,28,27,Pont-de-l'Arche,443.42,5,"Bourgs ruraux",4146,270.251,93.4816
27470,28,27,Pont-Saint-Pierre,164.35,4,"Ceintures urbaines",1134,105,90.7407
27471,28,27,Porte-de-Seine,31.73,6,"Rural à habitat dispersé",205,34.5344,83.1539
27472,28,27,Portes,29.24,6,"Rural à habitat dispersé",276,10.2657,96.2806
