id_city,id_reg,id_dep,city_name,dens_pop,density_degree,density_type,total_pop_2019,no_commute_pop,work_commute_perc
57059,44,57,Bellange,13.32,6,"Rural à habitat dispersé",51,4.63636,90.9091
57060,44,57,Bénestroff,55.65,6,"Rural à habitat dispersé",532,86.4627,83.7476
57061,44,57,Béning-lès-Saint-Avold,312.2,4,"Ceintures urbaines",1152,60,94.7917
57062,44,57,Berg-sur-Moselle,148.45,6,"Rural à habitat dispersé",432,9.9769,97.6905
57063,44,57,Bérig-Vintrange,25.35,6,"Rural à habitat dispersé",216,19.9078,90.7834
57064,44,57,Berling,82.86,6,"Rural à habitat dispersé",261,14.425,94.4732
57065,44,57,Bermering,38.39,6,"Rural à habitat dispersé",220,14.4737,93.4211
57066,44,57,Berthelming,48.17,6,"Rural à habitat dispersé",514,45.0809,91.2294
57067,44,57,Bertrange,410.7,4,"Ceintures urbaines",2801,142.596,94.9091
57069,44,57,Berviller-en-Moselle,83.88,6,"Rural à habitat dispersé",463,34.3827,92.5739
57070,44,57,Bettange,66.49,6,"Rural à habitat dispersé",248,10.2479,95.8678
57071,44,57,Bettborn,58.9,6,"Rural à habitat dispersé",387,19.5583,94.9462
57072,44,57,Bettelainville,45.37,6,"Rural à habitat dispersé",622,24.9495,95.9888
57073,44,57,Betting,195.51,4,"Ceintures urbaines",870,55.5219,93.6182
57074,44,57,Bettviller,44.76,6,"Rural à habitat dispersé",824,40.1951,95.1219
57075,44,57,Beux,58.25,6,"Rural à habitat dispersé",293,10,96.587
57076,44,57,Beyren-lès-Sierck,54.74,6,"Rural à habitat dispersé",508,34.9525,93.1196
57077,44,57,Bezange-la-Petite,12.23,6,"Rural à habitat dispersé",97,15.8152,83.6957
57079,44,57,Bibiche,35.54,6,"Rural à habitat dispersé",445,34.8167,92.176
57080,44,57,Bickenholtz,33.74,6,"Rural à habitat dispersé",83,NULL,NULL
57081,44,57,Bidestroff,16.48,6,"Rural à habitat dispersé",131,5.07752,96.124
57082,44,57,Biding,49.26,6,"Rural à habitat dispersé",331,NULL,NULL
57083,44,57,Bining,76.12,5,"Bourgs ruraux",1211,67.2249,94.4488
57084,44,57,Bioncourt,36.91,6,"Rural à habitat dispersé",303,19.6925,93.5008
57085,44,57,Bionville-sur-Nied,45.55,6,"Rural à habitat dispersé",384,14.9223,96.114
57086,44,57,Belles-Forêts,8.84,6,"Rural à habitat dispersé",235,25,89.3617
57087,44,57,Bisten-en-Lorraine,55.36,6,"Rural à habitat dispersé",248,NULL,NULL
57088,44,57,Bistroff,16.23,6,"Rural à habitat dispersé",313,15.313,95.1077
57089,44,57,Bitche,120.37,5,"Bourgs ruraux",4951,1430,71.1169
57090,44,57,Blanche-Église,16.11,6,"Rural à habitat dispersé",111,4.9115,95.5752
57091,44,57,Bliesbruck,92.83,6,"Rural à habitat dispersé",1010,80.8138,91.9986
57092,44,57,Blies-Ébersing,118.13,4,"Ceintures urbaines",619,35,94.3457
57093,44,57,Blies-Guersviller,179.44,4,"Ceintures urbaines",646,35.3383,94.5297
57095,44,57,Boucheporn,86.92,5,"Bourgs ruraux",578,40.1389,93.0556
57096,44,57,Boulange,193.74,5,"Bourgs ruraux",2476,80.7947,96.7369
57097,44,57,Boulay-Moselle,285.42,5,"Bourgs ruraux",5580,721.529,87.0694
57098,44,57,Bourgaltroff,24.51,6,"Rural à habitat dispersé",239,30.3814,87.2881
57099,44,57,Bourdonnay,13.22,6,"Rural à habitat dispersé",230,30,86.9565
57100,44,57,Bourscheid,43.61,6,"Rural à habitat dispersé",174,28.8398,83.4254
57101,44,57,Bousbach,211.17,4,"Ceintures urbaines",1248,40.6871,96.7398
57102,44,57,Bousse,363.79,4,"Ceintures urbaines",3205,85,97.3479
57103,44,57,Bousseviller,31.17,7,"Rural à habitat très dispersé",125,5,96
57104,44,57,Boust,168.33,5,"Bourgs ruraux",1180,10.2076,99.1349
57105,44,57,Boustroff,43.23,6,"Rural à habitat dispersé",150,4.96689,96.6887
57106,44,57,Bouzonville,282.45,5,"Bourgs ruraux",3926,480.42,87.7631
57107,44,57,Bréhain,29.53,6,"Rural à habitat dispersé",106,14.8598,85.9813
57108,44,57,Breidenbach,29.2,6,"Rural à habitat dispersé",318,20.3195,93.6102
57109,44,57,Breistroff-la-Grande,71.59,6,"Rural à habitat dispersé",761,52.8472,93.0556
57110,44,57,Brettnach,72.88,6,"Rural à habitat dispersé",430,25.2941,94.1176
57111,44,57,Bronvaux,334.39,4,"Ceintures urbaines",525,10,98.0952
57112,44,57,Brouck,28.52,7,"Rural à habitat très dispersé",85,5.05952,94.0476
57113,44,57,Brouderdorff,204.63,4,"Ceintures urbaines",972,50.3615,94.8188
57114,44,57,Brouviller,37.81,6,"Rural à habitat dispersé",425,14.7003,96.5411
57115,44,57,Brulange,16.41,6,"Rural à habitat dispersé",96,10,89.5833
57116,44,57,Buchy,26.54,6,"Rural à habitat dispersé",95,4.79798,94.9495
57117,44,57,Buding,92.45,5,"Bourgs ruraux",588,4.67581,99.2048
57118,44,57,Budling,29.14,6,"Rural à habitat dispersé",167,10,94.012
57119,44,57,Buhl-Lorraine,106.34,4,"Ceintures urbaines",1191,90,92.4433
57120,44,57,Burlioncourt,16.71,6,"Rural à habitat dispersé",123,9.60938,92.1875
57121,44,57,Burtoncourt,41.49,6,"Rural à habitat dispersé",212,4.81818,97.7273
57122,44,57,Cappel,114.74,6,"Rural à habitat dispersé",685,5.05908,99.2614
57123,44,57,Carling,1279.03,4,"Ceintures urbaines",3415,267.508,92.1667
57124,44,57,Cattenom,102.94,5,"Bourgs ruraux",2628,249.51,90.5057
57125,44,57,Chailly-lès-Ennery,57.61,6,"Rural à habitat dispersé",420,11.0676,97.3649
57126,44,57,Chambrey,22.59,6,"Rural à habitat dispersé",325,5,98.4615
57127,44,57,Chanville,37.79,6,"Rural à habitat dispersé",147,15,89.7959
57128,44,57,Charleville-sous-Bois,25.04,6,"Rural à habitat dispersé",321,15.1186,95.2902
57129,44,57,Charly-Oradour,99.26,6,"Rural à habitat dispersé",672,24.5876,96.3411
57130,44,57,Château-Bréhain,12.27,6,"Rural à habitat dispersé",75,4.93421,93.4211
57131,44,57,Château-Rouge,66.2,6,"Rural à habitat dispersé",286,NULL,NULL
57132,44,57,Château-Salins,219.05,5,"Bourgs ruraux",2357,388.017,83.5377
57133,44,57,Château-Voué,12.85,6,"Rural à habitat dispersé",96,9.50495,90.099
57134,44,57,Châtel-Saint-Germain,148.76,4,"Ceintures urbaines",1916,75,96.0856
57136,44,57,Chémery-les-Deux,56.83,6,"Rural à habitat dispersé",570,29.8429,94.7644
57137,44,57,Cheminot,70.61,6,"Rural à habitat dispersé",812,74.544,90.8197
57138,44,57,Chenois,22.93,6,"Rural à habitat dispersé",83,NULL,NULL
57139,44,57,Chérisey,57.4,6,"Rural à habitat dispersé",291,10.2465,96.4789
57140,44,57,Chesny,132.95,5,"Bourgs ruraux",577,40,93.0676
57141,44,57,Chicourt,16.49,6,"Rural à habitat dispersé",91,5.11236,94.382
57142,44,57,Chieulles,162.07,6,"Rural à habitat dispersé",423,5.236,98.7622
57143,44,57,Clouange,1120.93,2,"Centres urbains intermédiaires",3374,104.642,96.8986
57144,44,57,Cocheren,601.42,4,"Ceintures urbaines",3380,125,96.3018
57145,44,57,Coincy,45.59,5,"Bourgs ruraux",326,5,98.4663
57146,44,57,Coin-lès-Cuvry,119.7,4,"Ceintures urbaines",796,54.4656,93.1576
57147,44,57,Coin-sur-Seille,102.11,5,"Bourgs ruraux",338,25,92.6036
57148,44,57,Colligny-Maizery,83.75,6,"Rural à habitat dispersé",567,39.286,93.0713
57149,44,57,Colmen,41.49,6,"Rural à habitat dispersé",200,4.9505,97.5247
57150,44,57,Condé-Northen,63.28,6,"Rural à habitat dispersé",691,51.3566,92.5678
57151,44,57,Conthil,16.43,6,"Rural à habitat dispersé",153,10,93.4641
57152,44,57,Contz-les-Bains,159.87,3,"Petites villes",510,NULL,NULL
57153,44,57,Corny-sur-Moselle,266.46,4,"Ceintures urbaines",2185,115.902,94.6956
57154,44,57,Coume,42.55,6,"Rural à habitat dispersé",634,35.7903,94.3548
57155,44,57,Courcelles-Chaussy,158.04,5,"Bourgs ruraux",3006,238.845,92.0544
57156,44,57,Courcelles-sur-Nied,231.62,5,"Bourgs ruraux",1172,29.7619,97.4606
57158,44,57,Craincourt,27.15,6,"Rural à habitat dispersé",246,19.0698,92.2481
57159,44,57,Créhange,370.08,3,"Petites villes",3871,308.328,92.0349
57160,44,57,Creutzwald,488.1,4,"Ceintures urbaines",13042,1842.74,85.8707
57161,44,57,Cutting,20.64,6,"Rural à habitat dispersé",116,NULL,NULL
57162,44,57,Cuvry,158.82,4,"Ceintures urbaines",864,40,95.3704
57163,44,57,Dabo,50.5,6,"Rural à habitat dispersé",2430,244.53,89.937
57165,44,57,Dalem,94.26,5,"Bourgs ruraux",690,25.6849,96.2775
57166,44,57,Dalhain,22.15,6,"Rural à habitat dispersé",107,4.77679,95.5357
57167,44,57,Dalstein,93.45,6,"Rural à habitat dispersé",371,NULL,NULL
57168,44,57,Danne-et-Quatre-Vents,94.31,6,"Rural à habitat dispersé",679,20.1094,97.0384
57169,44,57,Dannelbourg,168.47,5,"Bourgs ruraux",497,25.0504,94.9597
57171,44,57,Delme,225.54,5,"Bourgs ruraux",1148,123.325,89.2574
57172,44,57,Denting,29.16,6,"Rural à habitat dispersé",282,25.7732,90.8606
57173,44,57,Desseling,20,6,"Rural à habitat dispersé",101,5.10101,94.9495
57174,44,57,Destry,13.85,6,"Rural à habitat dispersé",96,5.27473,94.5055
57175,44,57,Diane-Capelle,36.41,6,"Rural à habitat dispersé",221,NULL,NULL
57176,44,57,Diebling,214.29,5,"Bourgs ruraux",1680,122.014,92.7372
57177,44,57,Dieuze,299.47,5,"Bourgs ruraux",2800,612.263,78.1335
57178,44,57,Diffembach-lès-Hellimer,59.76,6,"Rural à habitat dispersé",346,14.9744,95.6721
57179,44,57,Distroff,230.52,5,"Bourgs ruraux",1828,80,95.6236
57180,44,57,Dolving,51.8,6,"Rural à habitat dispersé",345,NULL,NULL
57181,44,57,Domnom-lès-Dieuze,11.76,6,"Rural à habitat dispersé",78,4.7561,93.9024
57182,44,57,Donjeux,29.54,6,"Rural à habitat dispersé",96,21.8182,77.2727
57183,44,57,Donnelay,14.52,6,"Rural à habitat dispersé",189,19.8947,89.4737
57186,44,57,Ébersviller,67.8,6,"Rural à habitat dispersé",954,69.8536,92.6778
57187,44,57,Éblange,110.54,6,"Rural à habitat dispersé",367,5.0551,98.6226
57188,44,57,Éguelshardt,24.94,6,"Rural à habitat dispersé",419,14.4369,96.5544
57189,44,57,Eincheville,32.74,6,"Rural à habitat dispersé",222,10,95.4955
57190,44,57,Elvange,58.71,3,"Petites villes",418,33.4851,91.9892
57191,44,57,Elzange,175.81,5,"Bourgs ruraux",705,31.102,95.5884
57192,44,57,Enchenberg,127.34,5,"Bourgs ruraux",1239,58.9927,95.2387
57193,44,57,Ennery,297.93,5,"Bourgs ruraux",2157,161.492,92.5131
57194,44,57,Entrange,311.28,5,"Bourgs ruraux",1242,59.6575,95.1967
57195,44,57,Epping,53.71,6,"Rural à habitat dispersé",572,49.6197,91.3252
57196,44,57,Erching,62.13,6,"Rural à habitat dispersé",420,19.8021,95.2852
57197,44,57,Ernestviller,115.54,6,"Rural à habitat dispersé",513,15.468,96.9848
57198,44,57,Erstroff,38.22,6,"Rural à habitat dispersé",193,10.0521,94.7917
57199,44,57,Escherange,52.05,6,"Rural à habitat dispersé",686,25,96.3557
57200,44,57,"Les Étangs",65.95,6,"Rural à habitat dispersé",399,19.1763,95.1939
57201,44,57,Etting,102.69,5,"Bourgs ruraux",725,14.3939,98.0146
57202,44,57,Etzling,235.02,4,"Ceintures urbaines",1161,50,95.6934
57203,44,57,Évrange,101.33,6,"Rural à habitat dispersé",228,5.13514,97.7477
57204,44,57,Failly,78.64,6,"Rural à habitat dispersé",530,15,97.1698
57205,44,57,Falck,412.85,5,"Bourgs ruraux",2506,175.669,92.9901
57206,44,57,Fameck,1160,1,"Grands centres urbains",14442,900.271,93.7663
57207,44,57,Farébersviller,798.4,2,"Centres urbains intermédiaires",5493,354.523,93.5459
57208,44,57,Farschviller,120.44,5,"Bourgs ruraux",1355,72.7844,94.6285
57209,44,57,Faulquemont,274.29,3,"Petites villes",5154,615,88.0675
57210,44,57,Fénétrange,47.34,6,"Rural à habitat dispersé",686,57.0332,91.6861
57211,44,57,Fèves,245.62,4,"Ceintures urbaines",1179,48.9515,95.8481
57212,44,57,Féy,128.98,4,"Ceintures urbaines",730,15,97.9452
57213,44,57,Filstroff,46.12,6,"Rural à habitat dispersé",773,35.2525,95.4395
57214,44,57,Fixem,117.28,6,"Rural à habitat dispersé",414,34.9028,91.5694
57215,44,57,Flastroff,38.66,6,"Rural à habitat dispersé",324,24.8477,92.3309
57216,44,57,Fleisheim,35.04,6,"Rural à habitat dispersé",144,10,93.0556
57217,44,57,Flétrange,148.27,3,"Petites villes",900,20,97.7778
57218,44,57,Fleury,132.44,4,"Ceintures urbaines",1286,58.3739,95.4608
57219,44,57,Flévy,47.15,5,"Bourgs ruraux",546,68.6411,87.4284
57220,44,57,Flocourt,26.27,6,"Rural à habitat dispersé",119,NULL,NULL
57221,44,57,Florange,909.73,1,"Grands centres urbains",11972,984.122,91.7798
57222,44,57,Folkling,111.63,5,"Bourgs ruraux",1325,80.7716,93.904
57224,44,57,Folschviller,417.44,4,"Ceintures urbaines",3949,346.095,91.2359
57225,44,57,Fonteny,8.92,6,"Rural à habitat dispersé",140,19.4444,86.1111
57226,44,57,Fontoy,183.35,4,"Ceintures urbaines",3095,229.859,92.5732
57227,44,57,Forbach,1323.35,2,"Centres urbains intermédiaires",21597,2809.35,86.9919
57228,44,57,Fossieux,39.53,6,"Rural à habitat dispersé",200,20.9424,89.5288
57229,44,57,Foulcrey,12.64,6,"Rural à habitat dispersé",156,19.5,87.5
57230,44,57,Fouligny,32.72,6,"Rural à habitat dispersé",195,10,94.8718
57231,44,57,Foville,28.7,6,"Rural à habitat dispersé",99,4.98415,94.9655
57232,44,57,Francaltroff,62.28,5,"Bourgs ruraux",776,55.6231,92.8321
57233,44,57,Fraquelfing,19.14,6,"Rural à habitat dispersé",85,NULL,NULL
57234,44,57,Frauenberg,217.09,4,"Ceintures urbaines",597,15.4473,97.4125
57235,44,57,Freistroff,70.69,5,"Bourgs ruraux",1037,55.2046,94.6765
57236,44,57,Frémery,19.13,6,"Rural à habitat dispersé",84,NULL,NULL
57237,44,57,Frémestroff,55.17,6,"Rural à habitat dispersé",304,15.2663,94.9782
57238,44,57,Fresnes-en-Saulnois,14.74,6,"Rural à habitat dispersé",190,10,94.7368
57239,44,57,Freybouse,73.59,6,"Rural à habitat dispersé",432,30.0381,93.0467
57240,44,57,Freyming-Merlebach,1404.53,2,"Centres urbains intermédiaires",12725,1079.32,91.5181
57241,44,57,Fribourg,9.53,6,"Rural à habitat dispersé",166,5,96.988
57242,44,57,Gandrange,742.16,4,"Ceintures urbaines",3028,150,95.0462
57244,44,57,Garrebourg,58.87,6,"Rural à habitat dispersé",491,15,96.945
57245,44,57,Gavisse,137.35,6,"Rural à habitat dispersé",570,35.5052,93.771
57246,44,57,Gelucourt,17.42,6,"Rural à habitat dispersé",215,25.2347,88.2629
57247,44,57,Gerbécourt,27.12,6,"Rural à habitat dispersé",80,4.87805,93.9024
57248,44,57,Givrycourt,31.41,6,"Rural à habitat dispersé",87,19.7727,77.2727
57249,44,57,Glatigny,41.57,6,"Rural à habitat dispersé",259,5.03079,98.0576
57250,44,57,Goetzenbruck,183.99,5,"Bourgs ruraux",1494,138.484,90.7307
57251,44,57,Goin,37.38,6,"Rural à habitat dispersé",339,25.2473,92.5524
57252,44,57,Gomelange,51.06,6,"Rural à habitat dispersé",480,15.0439,96.8658
57253,44,57,Gondrexange,21.9,6,"Rural à habitat dispersé",501,40.0678,92.0024
57254,44,57,Gorze,64.49,5,"Bourgs ruraux",1157,150.721,86.9731
57255,44,57,Gosselming,56.65,5,"Bourgs ruraux",575,25.0176,95.6491
57256,44,57,Gravelotte,146.11,5,"Bourgs ruraux",827,34.8156,95.7901
57257,44,57,Grémecey,11.62,6,"Rural à habitat dispersé",105,10,90.4762
57258,44,57,Gréning,42.45,6,"Rural à habitat dispersé",118,10,91.5254
57259,44,57,Grindorff-Bizing,46.5,6,"Rural à habitat dispersé",319,9.53708,97.0103
57260,44,57,Grosbliederstroff,252.18,4,"Ceintures urbaines",3296,195.727,94.0617
57261,44,57,Gros-Réderching,85.82,5,"Bourgs ruraux",1350,60.5196,95.5171
57262,44,57,Grostenquin,29.72,6,"Rural à habitat dispersé",647,76.9083,88.1131
57263,44,57,Grundviller,102.39,5,"Bourgs ruraux",642,29.7645,95.3638
57264,44,57,Guebenhouse,92.15,6,"Rural à habitat dispersé",411,15.2599,96.2871
57265,44,57,Guébestroff,15.22,7,"Rural à habitat très dispersé",58,NULL,NULL
57266,44,57,Guéblange-lès-Dieuze,30.67,6,"Rural à habitat dispersé",150,20.1342,86.5772
57267,44,57,"Le Val-de-Guéblange",44.55,6,"Rural à habitat dispersé",850,49.2564,94.2051
57268,44,57,Guébling,17.93,6,"Rural à habitat dispersé",123,9.7619,92.0635
57269,44,57,Guénange,905.27,4,"Ceintures urbaines",7559,567.683,92.49
57270,44,57,Val-de-Bride,52.43,6,"Rural à habitat dispersé",583,24.4113,95.8128
57271,44,57,Guenviller,140.72,6,"Rural à habitat dispersé",667,34.4322,94.8378
57272,44,57,Guermange,4.99,6,"Rural à habitat dispersé",88,9.46237,89.2473
57273,44,57,Guerstling,89.37,6,"Rural à habitat dispersé",395,5.12987,98.7013
57274,44,57,Guerting,151.77,6,"Rural à habitat dispersé",856,40.0869,95.3169
57275,44,57,Guessling-Hémering,91.35,5,"Bourgs ruraux",919,59.7091,93.5028
57276,44,57,Guinglange,31.6,6,"Rural à habitat dispersé",328,15.0979,95.397
57277,44,57,Guinkirchen,28.93,6,"Rural à habitat dispersé",149,5.06803,96.5986
57278,44,57,Guinzeling,13.66,6,"Rural à habitat dispersé",66,14.3478,78.2609
57280,44,57,Guntzviller,68.65,6,"Rural à habitat dispersé",370,25.5525,93.0939
