,id_city,id_reg,id_dep,city_name
254,01269,84,01,Nantua
256,01272,84,01,Neuville-les-Dames
257,01273,84,01,Neuville-sur-Ain
258,01274,84,01,Les Neyrolles
259,01275,84,01,Neyron
260,01276,84,01,Niévroz
261,01277,84,01,Nivollet-Montgriffon
262,01279,84,01,Oncieu
263,01280,84,01,Ordonnaz
264,01281,84,01,Ornex
265,01282,84,01,Outriaz
266,01283,84,01,Oyonnax
267,01284,84,01,Ozan
268,01285,84,01,Parcieux
269,01286,84,01,Parves et Nattages
271,01288,84,01,Péron
272,01289,84,01,Péronnas
273,01290,84,01,Pérouges
274,01291,84,01,Perrex
275,01293,84,01,Peyriat
276,01294,84,01,Peyrieu
277,01295,84,01,Peyzieux-sur-Saône
278,01296,84,01,Pirajoux
279,01297,84,01,Pizay
280,01298,84,01,Plagne
281,01299,84,01,Le Plantay
283,01301,84,01,Polliat
284,01302,84,01,Pollieu
285,01303,84,01,Poncin
286,01304,84,01,Pont-d'Ain
287,01305,84,01,Pont-de-Vaux
288,01306,84,01,Pont-de-Veyle
289,01307,84,01,Port
290,01308,84,01,Pougny
291,01309,84,01,Pouillat
292,01310,84,01,Prémeyzel
293,01311,84,01,Prémillieu
295,01313,84,01,Prévessin-Moëns
296,01314,84,01,Priay
297,01317,84,01,Ramasse
298,01318,84,01,Rancé
299,01319,84,01,Relevant
300,01320,84,01,Replonges
301,01321,84,01,Revonnas
302,01322,84,01,Reyrieux
303,01323,84,01,Reyssouze
305,01325,84,01,Rignieux-le-Franc
306,01328,84,01,Romans
307,01329,84,01,Rossillon
308,01330,84,01,Ruffieu
309,01331,84,01,Saint-Alban
310,01332,84,01,Saint-André-de-Bâgé
311,01333,84,01,Saint-André-de-Corcy
312,01334,84,01,Saint-André-d'Huiriat
313,01335,84,01,Saint-André-le-Bouchoux
314,01336,84,01,Saint-André-sur-Vieux-Jonc
315,01337,84,01,Saint-Bénigne
316,01338,84,01,Groslée-Saint-Benoit
318,01339,84,01,Saint-Bernard
320,01342,84,01,Sainte-Croix
321,01343,84,01,Saint-Cyr-sur-Menthon
322,01344,84,01,Saint-Denis-lès-Bourg
323,01345,84,01,Saint-Denis-en-Bugey
324,01346,84,01,Saint-Didier-d'Aussiat
325,01347,84,01,Saint-Didier-de-Formans
326,01348,84,01,Saint-Didier-sur-Chalaronne
327,01349,84,01,Saint-Éloi
328,01350,84,01,Saint-Étienne-du-Bois
329,01351,84,01,Saint-Étienne-sur-Chalaronne
330,01352,84,01,Saint-Étienne-sur-Reyssouze
331,01353,84,01,Sainte-Euphémie
332,01354,84,01,Saint-Genis-Pouilly
333,01355,84,01,Saint-Genis-sur-Menthon
334,01356,84,01,Saint-Georges-sur-Renon
335,01357,84,01,Saint-Germain-de-Joux
336,01358,84,01,Saint-Germain-les-Paroisses
337,01359,84,01,Saint-Germain-sur-Renon
338,01360,84,01,Saint-Jean-de-Gonville
339,01361,84,01,Saint-Jean-de-Niost
340,01362,84,01,Saint-Jean-de-Thurigneux
341,01363,84,01,Saint-Jean-le-Vieux
342,01364,84,01,Saint-Jean-sur-Reyssouze
343,01365,84,01,Saint-Jean-sur-Veyle
344,01366,84,01,Sainte-Julie
345,01367,84,01,Saint-Julien-sur-Reyssouze
346,01368,84,01,Saint-Julien-sur-Veyle
347,01369,84,01,Saint-Just
348,01370,84,01,Saint-Laurent-sur-Saône
349,01371,84,01,Saint-Marcel
350,01372,84,01,Saint-Martin-de-Bavel
351,01373,84,01,Saint-Martin-du-Frêne
352,01374,84,01,Saint-Martin-du-Mont
353,01375,84,01,Saint-Martin-le-Châtel
354,01376,84,01,Saint-Maurice-de-Beynost
355,01378,84,01,Saint-Maurice-de-Gourdans
356,01379,84,01,Saint-Maurice-de-Rémens
357,01380,84,01,Saint-Nizier-le-Bouchoux
358,01381,84,01,Saint-Nizier-le-Désert
359,01382,84,01,Sainte-Olive
360,01383,84,01,Saint-Paul-de-Varax
361,01384,84,01,Saint-Rambert-en-Bugey
362,01385,84,01,Saint-Rémy
363,01386,84,01,Saint-Sorlin-en-Bugey
364,01387,84,01,Saint-Sulpice
365,01388,84,01,Saint-Trivier-de-Courtes
366,01389,84,01,Saint-Trivier-sur-Moignans
367,01390,84,01,Saint-Vulbas
368,01391,84,01,Salavre
369,01392,84,01,Samognat
370,01393,84,01,Sandrans
371,01396,84,01,Sault-Brénaz
372,01397,84,01,Sauverny
373,01398,84,01,Savigneux
374,01399,84,01,Ségny
375,01400,84,01,Seillonnaz
376,01401,84,01,Sergy
377,01402,84,01,Sermoyer
378,01403,84,01,Serrières-de-Briord
379,01404,84,01,Serrières-sur-Ain
380,01405,84,01,Servas
381,01406,84,01,Servignat
382,01407,84,01,Seyssel
383,01408,84,01,Simandre-sur-Suran
384,01410,84,01,Sonthonnax-la-Montagne
385,01411,84,01,Souclin
386,01412,84,01,Sulignat
389,01415,84,01,Talissieu
390,01416,84,01,Tenay
392,01418,84,01,Thil
393,01419,84,01,Thoiry
394,01420,84,01,Thoissey
395,01421,84,01,Torcieu
396,01422,84,01,Tossiat
397,01423,84,01,Toussieux
398,01424,84,01,Tramoyes
399,01425,84,01,La Tranclière
400,01426,84,01,Val-Revermont
402,01427,84,01,Trévoux
403,01428,84,01,Valeins
404,01429,84,01,Vandeins
405,01430,84,01,Varambon
406,01431,84,01,Vaux-en-Bugey
407,01432,84,01,Verjon
408,01433,84,01,Vernoux
409,01434,84,01,Versailleux
410,01435,84,01,Versonnex
411,01436,84,01,Vesancy
412,01437,84,01,Vescours
413,01439,84,01,Vésines
414,01441,84,01,Vieu-d'Izenave
416,01443,84,01,Villars-les-Dombes
417,01444,84,01,Villebois
418,01445,84,01,Villemotier
419,01446,84,01,Villeneuve
420,01447,84,01,Villereversure
421,01448,84,01,Villes
422,01449,84,01,Villette-sur-Ain
423,01450,84,01,Villieu-Loyes-Mollon
424,01451,84,01,Viriat
425,01452,84,01,Virieu-le-Grand
426,01453,84,01,Arvière-en-Valromey
428,01454,84,01,Virignin
429,01456,84,01,Vongnes
430,01457,84,01,Vonnas
431,02001,32,02,Abbécourt
432,02002,32,02,Achery
433,02003,32,02,Acy
434,02004,32,02,Agnicourt-et-Séchelles
435,02005,32,02,Aguilcourt
436,02006,32,02,Aisonville-et-Bernoville
437,02007,32,02,Aizelles
438,02008,32,02,Aizy-Jouy
439,02009,32,02,Alaincourt
440,02010,32,02,Allemant
441,02011,32,02,Ambleny
442,02012,32,02,Ambrief
443,02013,32,02,Amifontaine
444,02014,32,02,Amigny-Rouy
445,02015,32,02,Ancienville
446,02016,32,02,Andelain
447,02017,32,02,Anguilcourt-le-Sart
448,02018,32,02,Anizy-le-Grand
450,02019,32,02,Annois
451,02020,32,02,Any-Martin-Rieux
452,02021,32,02,Archon
453,02022,32,02,Arcy-Sainte-Restitue
454,02023,32,02,Armentières-sur-Ourcq
455,02024,32,02,Arrancy
456,02025,32,02,Artemps
458,02027,32,02,Assis-sur-Serre
459,02028,32,02,Athies-sous-Laon
460,02029,32,02,Attilly
461,02030,32,02,Aubencheul-aux-Bois
462,02031,32,02,Aubenton
463,02032,32,02,Aubigny-aux-Kaisnes
464,02033,32,02,Aubigny-en-Laonnois
465,02034,32,02,Audignicourt
466,02035,32,02,Audigny
467,02036,32,02,Augy
468,02037,32,02,Aulnois-sous-Laon
469,02038,32,02,Les Autels
470,02039,32,02,Autremencourt
471,02040,32,02,Autreppes
472,02041,32,02,Autreville
473,02042,32,02,Azy-sur-Marne
474,02043,32,02,Bagneux
475,02044,32,02,Bancigny
476,02046,32,02,Barenton-Bugny
477,02047,32,02,Barenton-Cel
478,02048,32,02,Barenton-sur-Serre
479,02049,32,02,Barisis-aux-Bois
480,02050,32,02,Barzy-en-Thiérache
481,02051,32,02,Barzy-sur-Marne
482,02052,32,02,Bassoles-Aulers
483,02053,32,02,Vallées en Champagne
485,02054,32,02,Bazoches-et-Saint-Thibaut
487,02055,32,02,Beaumé
488,02056,32,02,Beaumont-en-Beine
489,02057,32,02,Beaurevoir
490,02058,32,02,Beaurieux
491,02059,32,02,Beautor
492,02060,32,02,Beauvois-en-Vermandois
493,02061,32,02,Becquigny
494,02062,32,02,Belleau
495,02063,32,02,Bellenglise
496,02064,32,02,Belleu
497,02065,32,02,Bellicourt
498,02066,32,02,Benay
499,02067,32,02,Bergues-sur-Sambre
500,02068,32,02,Berlancourt
501,02069,32,02,Berlise
502,02070,32,02,Bernot
503,02071,32,02,Berny-Rivière
504,02072,32,02,Berrieux
505,02073,32,02,Berry-au-Bac
506,02074,32,02,Bertaucourt-Epourdon
507,02075,32,02,Berthenicourt
508,02076,32,02,Bertricourt
509,02077,32,02,Berzy-le-Sec
510,02078,32,02,Besmé
511,02079,32,02,Besmont
512,02080,32,02,Besny-et-Loizy
513,02081,32,02,Béthancourt-en-Vaux
514,02082,32,02,Beugneux
515,02083,32,02,Beuvardes
516,02084,32,02,Bézu-le-Guéry
517,02085,32,02,Bézu-Saint-Germain
518,02086,32,02,Bichancourt
519,02087,32,02,Bieuxy
520,02088,32,02,Bièvres
521,02089,32,02,Billy-sur-Aisne
522,02090,32,02,Billy-sur-Ourcq
523,02091,32,02,Blanzy-lès-Fismes
524,02093,32,02,Blérancourt
525,02094,32,02,Blesmes
526,02095,32,02,Bohain-en-Vermandois
527,02096,32,02,Bois-lès-Pargny
528,02097,32,02,Boncourt
529,02098,32,02,Bonneil
530,02099,32,02,Bonnesvalyn
531,02100,32,02,Bony
532,02101,32,02,Bosmont-sur-Serre
533,02102,32,02,Bouconville-Vauclair
534,02103,32,02,Boué
535,02104,32,02,Bouffignereux
536,02105,32,02,Bouresches
537,02106,32,02,Bourg-et-Comin
538,02107,32,02,Bourguignon-sous-Coucy
539,02108,32,02,Bourguignon-sous-Montbavin
540,02109,32,02,La Bouteille
541,02110,32,02,Braine
542,02111,32,02,Brancourt-en-Laonnois
543,02112,32,02,Brancourt-le-Grand
544,02114,32,02,Brasles
545,02115,32,02,Braye-en-Laonnois
546,02116,32,02,Braye-en-Thiérache
547,02117,32,02,Bray-Saint-Christophe
548,02118,32,02,Braye
549,02119,32,02,Brécy
550,02120,32,02,Brenelle
551,02121,32,02,Breny
552,02122,32,02,Brie
553,02123,32,02,Brissay-Choigny
554,02124,32,02,Brissy-Hamégicourt
555,02125,32,02,Brumetz
556,02126,32,02,Brunehamel
557,02127,32,02,Bruyères-sur-Fère
558,02128,32,02,Bruyères-et-Montbérault
559,02129,32,02,Bruys
560,02130,32,02,Bucilly
561,02131,32,02,Bucy-le-Long
562,02132,32,02,Bucy-lès-Cerny
563,02133,32,02,Bucy-lès-Pierrepont
564,02134,32,02,Buire
565,02135,32,02,Buironfosse
566,02136,32,02,Burelles
567,02137,32,02,Bussiares
568,02138,32,02,Buzancy
569,02139,32,02,Caillouël-Crépigny
570,02140,32,02,Camelin
571,02141,32,02,La Capelle
572,02142,32,02,Castres
573,02143,32,02,Le Catelet
574,02144,32,02,Caulaincourt
575,02145,32,02,Caumont
576,02146,32,02,Celles-lès-Condé
578,02148,32,02,Celles-sur-Aisne
579,02149,32,02,Cerizy
580,02150,32,02,Cerny-en-Laonnois
581,02151,32,02,Cerny-lès-Bucy
582,02152,32,02,Cerseuil
583,02153,32,02,Cessières-Suzy
585,02154,32,02,Chacrise
586,02155,32,02,Chaillevois
587,02156,32,02,Chalandry
588,02157,32,02,Chambry
589,02158,32,02,Chamouille
590,02159,32,02,Champs
591,02160,32,02,Chaourse
593,02162,32,02,La Chapelle-sur-Chézy
594,02163,32,02,Charly-sur-Marne
595,02164,32,02,Le Charmel
596,02165,32,02,Charmes
597,02166,32,02,Chartèves
598,02167,32,02,Chassemy
599,02168,32,02,Château-Thierry
600,02169,32,02,Châtillon-lès-Sons
601,02170,32,02,Châtillon-sur-Oise
602,02171,32,02,Chaudardes
603,02172,32,02,Chaudun
604,02173,32,02,Chauny
605,02174,32,02,Chavignon
606,02175,32,02,Chavigny
607,02176,32,02,Chavonne
608,02177,32,02,Chérêt
609,02178,32,02,Chermizy-Ailles
610,02179,32,02,Chéry-Chartreuve
611,02180,32,02,Chéry-lès-Pouilly
612,02181,32,02,Chéry-lès-Rozoy
613,02182,32,02,Chevennes
614,02183,32,02,Chevregny
615,02184,32,02,Chevresis-Monceau
616,02185,32,02,Chézy-en-Orxois
617,02186,32,02,Chézy-sur-Marne
618,02187,32,02,Chierry
619,02188,32,02,Chigny
620,02189,32,02,Chivres-en-Laonnois
621,02190,32,02,Chivres-Val
622,02191,32,02,Chivy-lès-Étouvelles
623,02192,32,02,Chouy
624,02193,32,02,Cierges
625,02194,32,02,Cilly
626,02195,32,02,Ciry-Salsogne
627,02196,32,02,Clacy-et-Thierret
628,02197,32,02,Clairfontaine
629,02198,32,02,Clamecy
630,02199,32,02,Clastres
631,02200,32,02,Clermont-les-Fermes
632,02201,32,02,Cœuvres-et-Valsery
633,02203,32,02,Coincy
634,02204,32,02,Coingt
635,02205,32,02,Colligis-Crandelain
636,02206,32,02,Colonfay
637,02207,32,02,Commenchon
638,02208,32,02,Concevreux
639,02209,32,02,Condé-en-Brie
640,02210,32,02,Condé-sur-Aisne
641,02211,32,02,Condé-sur-Suippe
642,02212,32,02,Condren
643,02213,32,02,Connigis
644,02214,32,02,Contescourt
645,02215,32,02,Corbeny
646,02216,32,02,Corcy
647,02217,32,02,Coucy-le-Château-Auffrique
648,02218,32,02,Coucy-lès-Eppes
649,02219,32,02,Coucy-la-Ville
650,02220,32,02,Coulonges-Cohan
651,02221,32,02,Coupru
652,02222,32,02,Courbes
653,02223,32,02,Courboin
654,02224,32,02,Courcelles-sur-Vesle
655,02225,32,02,Courchamps
656,02226,32,02,Courmelles
657,02227,32,02,Courmont
658,02228,32,02,Courtemont-Varennes
659,02229,32,02,Courtrizy-et-Fussigny
660,02230,32,02,Couvrelles
661,02231,32,02,Couvron-et-Aumencourt
662,02232,32,02,Coyolles
663,02233,32,02,Cramaille
664,02234,32,02,Craonne
665,02235,32,02,Craonnelle
666,02236,32,02,Crécy-au-Mont
667,02237,32,02,Crécy-sur-Serre
668,02238,32,02,Crépy
669,02239,32,02,Crézancy
670,02240,32,02,Croix-Fonsomme
671,02241,32,02,La Croix-sur-Ourcq
672,02242,32,02,Crouttes-sur-Marne
673,02243,32,02,Crouy
674,02244,32,02,Crupilly
675,02245,32,02,Cuffies
676,02246,32,02,Cugny
677,02248,32,02,Cuirieux
678,02249,32,02,Cuiry-Housse
679,02250,32,02,Cuiry-lès-Chaudardes
680,02251,32,02,Cuiry-lès-Iviers
681,02252,32,02,Cuissy-et-Geny
682,02253,32,02,Cuisy-en-Almont
683,02254,32,02,Cutry
684,02255,32,02,Cys-la-Commune
685,02256,32,02,Dagny-Lambercy
686,02257,32,02,Dallon
687,02258,32,02,Dammard
688,02259,32,02,Dampleux
689,02260,32,02,Danizy
690,02261,32,02,Dercy
691,02262,32,02,Deuillet
692,02263,32,02,Dhuizel
693,02264,32,02,Dizy-le-Gros
694,02265,32,02,Dohis
695,02266,32,02,Dolignon
696,02267,32,02,Dommiers
697,02268,32,02,Domptin
698,02269,32,02,Dorengt
699,02270,32,02,Douchy
700,02271,32,02,Dravegny
701,02272,32,02,Droizy
702,02273,32,02,Dury
703,02274,32,02,Ébouleau
704,02275,32,02,Effry
705,02276,32,02,Englancourt
706,02277,32,02,Épagny
707,02278,32,02,Éparcy
708,02279,32,02,Épaux-Bézu
709,02280,32,02,Épieds
710,02281,32,02,L'Épine-aux-Bois
711,02282,32,02,Eppes
712,02283,32,02,Erlon
713,02284,32,02,Erloy
715,02286,32,02,Esquéhéries
716,02287,32,02,Essigny-le-Grand
717,02288,32,02,Essigny-le-Petit
718,02289,32,02,Essises
719,02290,32,02,Essômes-sur-Marne
720,02291,32,02,Estrées
721,02292,32,02,Étampes-sur-Marne
722,02293,32,02,Étaves-et-Bocquiaux
723,02294,32,02,Étouvelles
724,02295,32,02,Étréaupont
725,02296,32,02,Étreillers
726,02297,32,02,Étrépilly
727,02298,32,02,Étreux
728,02299,32,02,Évergnicourt
731,02302,32,02,Faverolles
732,02303,32,02,Fayet
733,02304,32,02,La Fère
734,02305,32,02,Fère-en-Tardenois
735,02306,32,02,La Ferté-Chevresis
736,02307,32,02,La Ferté-Milon
737,02308,32,02,Fesmy-le-Sart
738,02309,32,02,Festieux
739,02310,32,02,Fieulaine
740,02311,32,02,Filain
741,02312,32,02,La Flamengrie
742,02313,32,02,Flavigny-le-Grand-et-Beaurain
743,02315,32,02,Flavy-le-Martel
744,02316,32,02,Fleury
745,02317,32,02,Fluquières
746,02318,32,02,Folembray
747,02319,32,02,Fonsomme
748,02320,32,02,Fontaine-lès-Clercs
749,02321,32,02,Fontaine-lès-Vervins
750,02322,32,02,Fontaine-Notre-Dame
751,02323,32,02,Fontaine-Uterte
752,02324,32,02,Fontenelle
754,02326,32,02,Fontenoy
755,02327,32,02,Foreste
756,02328,32,02,Fossoy
757,02329,32,02,Fourdrain
758,02330,32,02,Francilly-Selency
759,02331,32,02,Franqueville
760,02332,32,02,Fresnes-en-Tardenois
761,02333,32,02,Fresnes-sous-Coucy
762,02334,32,02,Fresnoy-le-Grand
763,02335,32,02,Fressancourt
764,02336,32,02,Frières-Faillouël
765,02337,32,02,Froidestrées
766,02338,32,02,Froidmont-Cohartille
767,02339,32,02,Gandelu
768,02340,32,02,Gauchy
769,02341,32,02,Gercy
770,02342,32,02,Gergny
771,02343,32,02,Germaine
772,02345,32,02,Gibercourt
773,02346,32,02,Gizy
774,02347,32,02,Gland
776,02349,32,02,Goudelancourt-lès-Berrieux
777,02350,32,02,Goudelancourt-lès-Pierrepont
778,02351,32,02,Goussancourt
779,02352,32,02,Gouy
780,02353,32,02,Grandlup-et-Fay
781,02354,32,02,Grandrieux
782,02355,32,02,Gricourt
783,02356,32,02,Grisolles
784,02357,32,02,Gronard
785,02358,32,02,Grougis
786,02359,32,02,Grugies
787,02360,32,02,Villeneuve-sur-Aisne
789,02361,32,02,Guise
790,02362,32,02,Guivry
791,02363,32,02,Guny
792,02364,32,02,Guyencourt
793,02366,32,02,Hannapes
794,02367,32,02,Happencourt
795,02368,32,02,Haramont
796,02369,32,02,Harcigny
797,02370,32,02,Hargicourt
798,02371,32,02,Harly
799,02372,32,02,Hartennes-et-Taux
800,02373,32,02,Hary
801,02374,32,02,Lehaucourt
802,02375,32,02,Hautevesnes
803,02376,32,02,Hauteville
804,02377,32,02,Haution
805,02378,32,02,La Hérie
806,02379,32,02,Le Hérie-la-Viéville
807,02380,32,02,Hinacourt
808,02381,32,02,Hirson
809,02382,32,02,Holnon
810,02383,32,02,Homblières
811,02384,32,02,Houry
812,02385,32,02,Housset
813,02386,32,02,Iron
814,02387,32,02,Itancourt
815,02388,32,02,Iviers
816,02389,32,02,Jaulgonne
817,02390,32,02,Jeancourt
818,02391,32,02,Jeantes
819,02392,32,02,Joncourt
820,02393,32,02,Jouaignes
821,02395,32,02,Jumencourt
822,02396,32,02,Jumigny
823,02397,32,02,Jussy
824,02398,32,02,Juvigny
825,02399,32,02,Juvincourt-et-Damary
826,02400,32,02,Laffaux
827,02401,32,02,Laigny
828,02402,32,02,Lanchy
829,02403,32,02,Landifay-et-Bertaignemont
830,02404,32,02,Landouzy-la-Cour
831,02405,32,02,Landouzy-la-Ville
832,02406,32,02,Landricourt
833,02407,32,02,Laniscourt
834,02408,32,02,Laon
835,02409,32,02,Lappion
836,02410,32,02,Largny-sur-Automne
837,02411,32,02,Latilly
838,02412,32,02,Launoy
839,02413,32,02,Laval-en-Laonnois
840,02414,32,02,Lavaqueresse
841,02415,32,02,Laversine
842,02416,32,02,Lemé
843,02417,32,02,Lempire
844,02418,32,02,Lerzy
845,02419,32,02,Leschelle
846,02420,32,02,Lesdins
847,02421,32,02,Lesges
848,02422,32,02,Lesquielles-Saint-Germain
849,02423,32,02,Leuilly-sous-Coucy
850,02424,32,02,Leury
851,02425,32,02,Leuze
852,02426,32,02,Levergies
853,02427,32,02,Lhuys
854,02428,32,02,Licy-Clignon
855,02429,32,02,Lierval
856,02430,32,02,Liesse-Notre-Dame
857,02431,32,02,Liez
858,02432,32,02,Limé
859,02433,32,02,Lislet
861,02435,32,02,Logny-lès-Aubenton
862,02438,32,02,Longpont
863,02439,32,02,Les Septvallons
865,02440,32,02,Lor
