,city_name,id_city,no_commute_pop
19073,Dury,02273,10.4020100502513
19089,Ébouleau,02274,14.625
19099,Effry,02275,20.1898734177215
19113,Englancourt,02276,14.3852459016393
19122,Épagny,02277,24.9271137026239
19135,Éparcy,02278,9.03225806451613
19142,Épaux-Bézu,02279,40.0724637681159
19160,Épieds,02280,10.0
19170,L'Épine-aux-Bois,02281,5.0
19184,Eppes,02282,14.8263888888889
19195,Erlon,02283,5.0
19214,Esquéhéries,02286,65.7096222089445
19235,Essigny-le-Grand,02287,30.1705810349777
19258,Essigny-le-Petit,02288,24.8567335243553
19279,Essises,02289,5.0
19305,Essômes-sur-Marne,02290,280.0
19361,Estrées,02291,9.96719263819589
19382,Étampes-sur-Marne,02292,73.5349361382419
19413,Étaves-et-Bocquiaux,02293,29.9376634095258
19421,Étouvelles,02294,24.2957746478873
19430,Étréaupont,02295,104.219987541425
19455,Étreillers,02296,55.0
19481,Étrépilly,02297,9.83739837398374
19487,Étreux,02298,45.0
19521,Évergnicourt,02299,46.0112359550562
19542,Faverolles,02302,40.0328067030387
19554,Fayet,02303,26.0751024395022
19577,La Fère,02304,196.0
19621,Fère-en-Tardenois,02305,348.895975666686
19665,La Ferté-Chevresis,02306,20.0
19685,La Ferté-Milon,02307,273.951454082102
19741,Fesmy-le-Sart,02308,37.0632287019918
19769,Festieux,02309,60.1929480798047
19787,Fieulaine,02310,14.5692503637526
19810,La Flamengrie,02312,151.981903348895
19842,Flavigny-le-Grand-et-Beaurain,02313,35.0
19862,Flavy-le-Martel,02315,90.4225352112703
19897,Fleury,02316,5.0
19905,Fluquières,02317,9.81981981981982
19920,Folembray,02318,125.074021317584
19965,Fonsomme,02319,29.4
19990,Fontaine-lès-Vervins,02321,100.0
