,id_city,city_name,density_degree,density_type,total_pop_2019
3636,11064,Camplong-d'Aude,6,Rural à habitat dispersé,371
3637,11065,Camps-sur-l'Agly,7,Rural à habitat très dispersé,53
3638,11066,Camurac,6,Rural à habitat dispersé,102
3639,11067,Canet,5,Bourgs ruraux,1826
3640,11068,Capendu,5,Bourgs ruraux,1473
3641,11069,Carcassonne,2,Centres urbains intermédiaires,46825
3642,11070,Carlipa,6,Rural à habitat dispersé,337
3643,11071,Cascastel-des-Corbières,6,Rural à habitat dispersé,224
3644,11072,La Cassaigne,6,Rural à habitat dispersé,165
3645,11073,Cassaignes,6,Rural à habitat dispersé,59
3646,11074,Les Cassés,6,Rural à habitat dispersé,302
3647,11075,Castans,6,Rural à habitat dispersé,133
3648,11076,Castelnaudary,2,Centres urbains intermédiaires,12187
3649,11077,Castelnau-d'Aude,6,Rural à habitat dispersé,503
3650,11078,Castelreng,6,Rural à habitat dispersé,207
3651,11079,Caudebronde,6,Rural à habitat dispersé,206
3652,11080,Val de Lambronne,6,Rural à habitat dispersé,170
3653,11081,Caunes-Minervois,5,Bourgs ruraux,1621
3654,11082,Caunette-sur-Lauquet,7,Rural à habitat très dispersé,8
3655,11083,Caunettes-en-Val,7,Rural à habitat très dispersé,52
3656,11084,Caux-et-Sauzens,5,Bourgs ruraux,1003
3657,11085,Cavanac,5,Bourgs ruraux,954
3658,11086,Caves,5,Bourgs ruraux,906
3659,11087,Cazalrenoux,7,Rural à habitat très dispersé,93
3660,11088,Cazilhac,5,Bourgs ruraux,1652
3661,11089,Cenne-Monestiés,6,Rural à habitat dispersé,407
3662,11090,Cépie,6,Rural à habitat dispersé,623
3663,11091,Chalabre,5,Bourgs ruraux,1132
3664,11092,Citou,7,Rural à habitat très dispersé,87
3665,11093,Le Clat,7,Rural à habitat très dispersé,28
3666,11094,Clermont-sur-Lauquet,7,Rural à habitat très dispersé,26
3667,11095,Comigne,6,Rural à habitat dispersé,303
3668,11096,Comus,7,Rural à habitat très dispersé,36
3669,11098,Conilhac-Corbières,6,Rural à habitat dispersé,905
3670,11099,Conques-sur-Orbiel,5,Bourgs ruraux,2581
3671,11100,Corbières,7,Rural à habitat très dispersé,26
3672,11101,Coudons,7,Rural à habitat très dispersé,52
3673,11102,Couffoulens,5,Bourgs ruraux,587
3674,11103,Couiza,5,Bourgs ruraux,1118
3675,11104,Counozouls,7,Rural à habitat très dispersé,50
3676,11105,Cournanel,3,Petites villes,726
3677,11106,Coursan,3,Petites villes,5825
3678,11107,Courtauly,7,Rural à habitat très dispersé,76
3679,11108,La Courtète,7,Rural à habitat très dispersé,46
3680,11109,Coustaussa,7,Rural à habitat très dispersé,52
3681,11110,Coustouge,6,Rural à habitat dispersé,118
3682,11111,Cruscades,5,Bourgs ruraux,933
3683,11112,Cubières-sur-Cinoble,6,Rural à habitat dispersé,84
3684,11113,Cucugnan,6,Rural à habitat dispersé,116
3685,11114,Cumiès,7,Rural à habitat très dispersé,39
3686,11115,Cuxac-Cabardès,6,Rural à habitat dispersé,897
3687,11116,Cuxac-d'Aude,5,Bourgs ruraux,4033
3688,11117,Davejean,6,Rural à habitat dispersé,115
3689,11118,Dernacueillette,7,Rural à habitat très dispersé,44
3690,11119,La Digne-d'Amont,6,Rural à habitat dispersé,295
3691,11120,La Digne-d'Aval,6,Rural à habitat dispersé,530
3692,11121,Donazac,6,Rural à habitat dispersé,110
3693,11122,Douzens,5,Bourgs ruraux,765
3694,11123,Duilhac-sous-Peyrepertuse,6,Rural à habitat dispersé,146
3695,11124,Durban-Corbières,6,Rural à habitat dispersé,654
3696,11125,Embres-et-Castelmaure,6,Rural à habitat dispersé,153
3697,11126,Escales,6,Rural à habitat dispersé,477
3698,11127,Escouloubre,6,Rural à habitat dispersé,71
3699,11128,Escueillens-et-Saint-Just-de-Bélengard,7,Rural à habitat très dispersé,148
3700,11129,Espéraza,5,Bourgs ruraux,1729
3701,11130,Espezel,6,Rural à habitat dispersé,227
3702,11131,Val-du-Faby,6,Rural à habitat dispersé,573
3703,11132,Fabrezan,5,Bourgs ruraux,1256
3704,11133,Fajac-en-Val,7,Rural à habitat très dispersé,42
3705,11134,Fajac-la-Relenque,7,Rural à habitat très dispersé,50
3706,11135,La Fajolle,7,Rural à habitat très dispersé,12
3707,11136,Fanjeaux,6,Rural à habitat dispersé,849
3708,11137,Félines-Termenès,6,Rural à habitat dispersé,127
3709,11138,Fendeille,6,Rural à habitat dispersé,526
3710,11139,Fenouillet-du-Razès,7,Rural à habitat très dispersé,79
3711,11140,Ferrals-les-Corbières,5,Bourgs ruraux,1235
3712,11141,Ferran,6,Rural à habitat dispersé,120
3713,11142,Festes-et-Saint-André,7,Rural à habitat très dispersé,198
3714,11143,Feuilla,6,Rural à habitat dispersé,110
3715,11144,Fitou,5,Bourgs ruraux,1069
3716,11145,Fleury,3,Petites villes,3758
3717,11146,Floure,6,Rural à habitat dispersé,406
3718,11147,Fontanès-de-Sault,7,Rural à habitat très dispersé,5
3719,11148,Fontcouverte,6,Rural à habitat dispersé,552
3720,11149,Fonters-du-Razès,7,Rural à habitat très dispersé,79
3721,11150,Fontiers-Cabardès,6,Rural à habitat dispersé,450
3722,11151,Fontiès-d'Aude,6,Rural à habitat dispersé,514
3723,11152,Fontjoncouse,7,Rural à habitat très dispersé,127
3724,11153,La Force,6,Rural à habitat dispersé,241
3725,11154,Fournes-Cabardès,7,Rural à habitat très dispersé,49
3726,11155,Fourtou,7,Rural à habitat très dispersé,78
3727,11156,Fraisse-Cabardès,6,Rural à habitat dispersé,105
3728,11157,Fraissé-des-Corbières,6,Rural à habitat dispersé,213
3729,11158,Gaja-et-Villedieu,6,Rural à habitat dispersé,291
3730,11159,Gaja-la-Selve,7,Rural à habitat très dispersé,138
3731,11160,Galinagues,7,Rural à habitat très dispersé,36
3732,11161,Gardie,6,Rural à habitat dispersé,127
3733,11162,Generville,7,Rural à habitat très dispersé,58
3734,11163,Gincla,7,Rural à habitat très dispersé,46
3735,11164,Ginestas,5,Bourgs ruraux,1499
3736,11165,Ginoles,6,Rural à habitat dispersé,303
3737,11166,Gourvieille,7,Rural à habitat très dispersé,81
3738,11167,Gramazie,6,Rural à habitat dispersé,124
3739,11168,Granès,6,Rural à habitat dispersé,95
3740,11169,Greffeil,6,Rural à habitat dispersé,86
3741,11170,Gruissan,5,Bourgs ruraux,5087
3742,11172,Homps,5,Bourgs ruraux,594
3743,11173,Hounoux,6,Rural à habitat dispersé,132
3744,11174,Les Ilhes,7,Rural à habitat très dispersé,55
3745,11175,Issel,6,Rural à habitat dispersé,476
3746,11176,Jonquières,7,Rural à habitat très dispersé,59
3747,11177,Joucou,7,Rural à habitat très dispersé,32
3748,11178,Labastide-d'Anjou,5,Bourgs ruraux,1284
3749,11179,Labastide-en-Val,6,Rural à habitat dispersé,91
3750,11180,Labastide-Esparbairenque,7,Rural à habitat très dispersé,64
3751,11181,Labécède-Lauragais,6,Rural à habitat dispersé,399
3752,11182,Lacombe,7,Rural à habitat très dispersé,175
3753,11183,Ladern-sur-Lauquet,6,Rural à habitat dispersé,267
3754,11184,Lafage,7,Rural à habitat très dispersé,92
3755,11185,Lagrasse,6,Rural à habitat dispersé,540
3756,11186,Lairière,7,Rural à habitat très dispersé,55
3757,11187,Lanet,7,Rural à habitat très dispersé,57
3758,11188,La Palme,5,Bourgs ruraux,1704
3759,11189,Laprade,7,Rural à habitat très dispersé,106
3760,11190,La Redorte,5,Bourgs ruraux,1227
3761,11191,Laroque-de-Fa,6,Rural à habitat dispersé,151
3762,11192,Lasbordes,6,Rural à habitat dispersé,788
3763,11193,Lasserre-de-Prouille,6,Rural à habitat dispersé,278
3764,11194,Lastours,6,Rural à habitat dispersé,157
3765,11195,Laurabuc,6,Rural à habitat dispersé,402
3766,11196,Laurac,6,Rural à habitat dispersé,180
3767,11197,Lauraguel,6,Rural à habitat dispersé,604
3768,11198,Laure-Minervois,5,Bourgs ruraux,1022
3769,11199,Lavalette,6,Rural à habitat dispersé,1513
3770,11200,Lespinassière,6,Rural à habitat dispersé,134
3771,11201,Leuc,6,Rural à habitat dispersé,865
3772,11202,Leucate,5,Bourgs ruraux,4612
3773,11203,Lézignan-Corbières,2,Centres urbains intermédiaires,11317
3774,11204,Lignairolles,7,Rural à habitat très dispersé,48
3775,11205,Limousis,6,Rural à habitat dispersé,134
3776,11206,Limoux,3,Petites villes,10012
3777,11207,Loupia,6,Rural à habitat dispersé,239
3778,11208,La Louvière-Lauragais,7,Rural à habitat très dispersé,80
3779,11209,Luc-sur-Aude,6,Rural à habitat dispersé,246
3780,11210,Luc-sur-Orbieu,4,Ceintures urbaines,1138
3781,11211,Magrie,6,Rural à habitat dispersé,534
3782,11212,Mailhac,5,Bourgs ruraux,574
3783,11213,Maisons,7,Rural à habitat très dispersé,47
3784,11214,Malras,6,Rural à habitat dispersé,422
3785,11215,Malves-en-Minervois,6,Rural à habitat dispersé,864
3786,11216,Malviès,6,Rural à habitat dispersé,368
3787,11217,Marcorignan,5,Bourgs ruraux,1314
3788,11218,Marquein,6,Rural à habitat dispersé,83
3789,11219,Marsa,7,Rural à habitat très dispersé,19
3790,11220,Marseillette,5,Bourgs ruraux,703
3791,11221,Les Martys,6,Rural à habitat dispersé,299
3792,11222,Mas-Cabardès,6,Rural à habitat dispersé,178
3793,11223,Mas-des-Cours,7,Rural à habitat très dispersé,25
3794,11224,Massac,7,Rural à habitat très dispersé,27
3795,11225,Mas-Saintes-Puelles,5,Bourgs ruraux,927
3796,11226,Mayreville,7,Rural à habitat très dispersé,81
3797,11227,Mayronnes,7,Rural à habitat très dispersé,38
3798,11228,Mazerolles-du-Razès,6,Rural à habitat dispersé,151
3799,11229,Mazuby,7,Rural à habitat très dispersé,25
3800,11230,Mérial,7,Rural à habitat très dispersé,32
3801,11231,Mézerville,7,Rural à habitat très dispersé,97
3802,11232,Miraval-Cabardès,7,Rural à habitat très dispersé,46
3803,11233,Mirepeisset,6,Rural à habitat dispersé,758
3804,11234,Mireval-Lauragais,6,Rural à habitat dispersé,185
3805,11235,Missègre,7,Rural à habitat très dispersé,60
3806,11236,Molandier,6,Rural à habitat dispersé,242
3807,11238,Molleville,6,Rural à habitat dispersé,138
3808,11239,Montauriol,7,Rural à habitat très dispersé,83
3809,11240,Montazels,5,Bourgs ruraux,556
3810,11241,Montbrun-des-Corbières,6,Rural à habitat dispersé,329
3811,11242,Montclar,6,Rural à habitat dispersé,173
3812,11243,Montferrand,6,Rural à habitat dispersé,602
3813,11244,Montfort-sur-Boulzane,6,Rural à habitat dispersé,90
3814,11245,Montgaillard,7,Rural à habitat très dispersé,38
3815,11246,Montgradail,7,Rural à habitat très dispersé,46
3816,11247,Monthaut,7,Rural à habitat très dispersé,38
3817,11248,Montirat,6,Rural à habitat dispersé,69
3818,11249,Montjardin,7,Rural à habitat très dispersé,82
3819,11250,Montjoi,7,Rural à habitat très dispersé,36
3820,11251,Val-de-Dagne,6,Rural à habitat dispersé,741
3821,11252,Montmaur,6,Rural à habitat dispersé,304
3822,11253,Montolieu,6,Rural à habitat dispersé,836
3823,11254,Montréal,5,Bourgs ruraux,1900
3824,11255,Montredon-des-Corbières,5,Bourgs ruraux,1485
3825,11256,Montséret,6,Rural à habitat dispersé,614
3826,11257,Monze,6,Rural à habitat dispersé,230
3827,11258,Moussan,5,Bourgs ruraux,2030
3828,11259,Moussoulens,6,Rural à habitat dispersé,1005
3829,11260,Mouthoumet,6,Rural à habitat dispersé,106
3830,11261,Moux,6,Rural à habitat dispersé,701
3831,11262,Narbonne,2,Centres urbains intermédiaires,55516
3832,11263,Nébias,6,Rural à habitat dispersé,260
3833,11264,Névian,5,Bourgs ruraux,1289
3834,11265,Niort-de-Sault,7,Rural à habitat très dispersé,38
3835,11266,Port-la-Nouvelle,3,Petites villes,5795
3836,11267,Ornaisons,5,Bourgs ruraux,1127
3837,11268,Orsans,7,Rural à habitat très dispersé,113
3838,11269,Ouveillan,5,Bourgs ruraux,2564
3839,11270,Padern,6,Rural à habitat dispersé,137
3840,11271,Palairac,7,Rural à habitat très dispersé,33
3841,11272,Palaja,4,Ceintures urbaines,2398
3842,11273,Paraza,6,Rural à habitat dispersé,673
3843,11274,Pauligne,6,Rural à habitat dispersé,369
3844,11275,Payra-sur-l'Hers,7,Rural à habitat très dispersé,205
3845,11276,Paziols,6,Rural à habitat dispersé,526
3846,11277,Pécharic-et-le-Py,7,Rural à habitat très dispersé,28
3847,11278,Pech-Luna,7,Rural à habitat très dispersé,74
3848,11279,Pennautier,5,Bourgs ruraux,2634
3849,11280,Pépieux,5,Bourgs ruraux,1087
3850,11281,Pexiora,5,Bourgs ruraux,1230
3851,11282,Peyrefitte-du-Razès,6,Rural à habitat dispersé,52
3852,11283,Peyrefitte-sur-l'Hers,7,Rural à habitat très dispersé,77
3853,11284,Peyrens,6,Rural à habitat dispersé,476
3854,11285,Peyriac-de-Mer,5,Bourgs ruraux,1132
3855,11286,Peyriac-Minervois,5,Bourgs ruraux,1166
3856,11287,Peyrolles,7,Rural à habitat très dispersé,87
3857,11288,Pezens,5,Bourgs ruraux,1577
3858,11289,Pieusse,3,Petites villes,967
3859,11290,Plaigne,7,Rural à habitat très dispersé,116
3860,11291,Plavilla,6,Rural à habitat dispersé,108
3861,11292,La Pomarède,7,Rural à habitat très dispersé,165
3862,11293,Pomas,5,Bourgs ruraux,899
3863,11294,Pomy,7,Rural à habitat très dispersé,58
3864,11295,Portel-des-Corbières,5,Bourgs ruraux,1339
3865,11296,Pouzols-Minervois,6,Rural à habitat dispersé,565
3866,11297,Pradelles-Cabardès,6,Rural à habitat dispersé,142
3867,11299,Preixan,5,Bourgs ruraux,623
3868,11300,Puginier,6,Rural à habitat dispersé,154
3869,11301,Puichéric,5,Bourgs ruraux,1184
3870,11302,Puilaurens,6,Rural à habitat dispersé,265
3871,11303,Puivert,7,Rural à habitat très dispersé,441
3872,11304,Quillan,5,Bourgs ruraux,3212
3873,11305,Quintillan,7,Rural à habitat très dispersé,50
3874,11306,Quirbajou,7,Rural à habitat très dispersé,52
3875,11307,Raissac-d'Aude,6,Rural à habitat dispersé,262
3876,11308,Raissac-sur-Lampy,6,Rural à habitat dispersé,451
3877,11309,Rennes-le-Château,7,Rural à habitat très dispersé,93
3878,11310,Rennes-les-Bains,6,Rural à habitat dispersé,201
3879,11311,Ribaute,6,Rural à habitat dispersé,270
3880,11312,Ribouisse,7,Rural à habitat très dispersé,111
3881,11313,Ricaud,6,Rural à habitat dispersé,302
3882,11314,Rieux-en-Val,6,Rural à habitat dispersé,85
3883,11315,Rieux-Minervois,5,Bourgs ruraux,1949
3884,11316,Rivel,7,Rural à habitat très dispersé,210
3885,11317,Rodome,6,Rural à habitat dispersé,113
3886,11318,Roquecourbe-Minervois,6,Rural à habitat dispersé,136
3887,11319,Roquefère,7,Rural à habitat très dispersé,80
3888,11320,Roquefeuil,7,Rural à habitat très dispersé,294
3889,11321,Roquefort-de-Sault,7,Rural à habitat très dispersé,83
3890,11322,Roquefort-des-Corbières,5,Bourgs ruraux,990
3891,11323,Roquetaillade-et-Conilhac,6,Rural à habitat dispersé,275
3892,11324,Roubia,6,Rural à habitat dispersé,505
3893,11325,Rouffiac-d'Aude,6,Rural à habitat dispersé,452
3894,11326,Rouffiac-des-Corbières,6,Rural à habitat dispersé,80
3895,11327,Roullens,6,Rural à habitat dispersé,472
3896,11328,Routier,6,Rural à habitat dispersé,241
3897,11330,Rustiques,6,Rural à habitat dispersé,506
3898,11331,Saint-Amans,7,Rural à habitat très dispersé,61
3899,11332,Saint-André-de-Roquelongue,5,Bourgs ruraux,1369
3900,11333,Saint-Benoît,7,Rural à habitat très dispersé,107
3901,11334,Sainte-Camelle,7,Rural à habitat très dispersé,117
3902,11335,Sainte-Colombe-sur-Guette,7,Rural à habitat très dispersé,45
3903,11336,Sainte-Colombe-sur-l'Hers,6,Rural à habitat dispersé,436
3904,11337,Saint-Couat-d'Aude,6,Rural à habitat dispersé,387
3905,11338,Saint-Couat-du-Razès,7,Rural à habitat très dispersé,41
3906,11339,Saint-Denis,6,Rural à habitat dispersé,504
3907,11340,Sainte-Eulalie,6,Rural à habitat dispersé,525
3908,11341,Saint-Ferriol,6,Rural à habitat dispersé,112
3909,11342,Saint-Frichoux,6,Rural à habitat dispersé,242
3910,11343,Saint-Gaudéric,6,Rural à habitat dispersé,120
3911,11344,Saint-Hilaire,5,Bourgs ruraux,713
3912,11345,Saint-Jean-de-Barrou,6,Rural à habitat dispersé,262
3913,11346,Saint-Jean-de-Paracol,7,Rural à habitat très dispersé,127
3914,11347,Saint-Julia-de-Bec,6,Rural à habitat dispersé,104
3915,11348,Saint-Julien-de-Briola,7,Rural à habitat très dispersé,88
3916,11350,Saint-Just-et-le-Bézu,7,Rural à habitat très dispersé,51
3917,11351,Saint-Laurent-de-la-Cabrerisse,6,Rural à habitat dispersé,724
3918,11352,Saint-Louis-et-Parahou,7,Rural à habitat très dispersé,51
3919,11353,Saint-Marcel-sur-Aude,5,Bourgs ruraux,2020
3920,11354,Saint-Martin-des-Puits,7,Rural à habitat très dispersé,27
3921,11355,Saint-Martin-de-Villereglan,6,Rural à habitat dispersé,361
3922,11356,Saint-Martin-Lalande,6,Rural à habitat dispersé,1121
3923,11357,Saint-Martin-le-Vieil,6,Rural à habitat dispersé,217
3924,11358,Saint-Martin-Lys,7,Rural à habitat très dispersé,24
3925,11359,Saint-Michel-de-Lanès,6,Rural à habitat dispersé,475
3926,11360,Saint-Nazaire-d'Aude,5,Bourgs ruraux,2069
3927,11361,Saint-Papoul,6,Rural à habitat dispersé,883
3928,11362,Saint-Paulet,7,Rural à habitat très dispersé,201
3929,11363,Saint-Pierre-des-Champs,6,Rural à habitat dispersé,182
3930,11364,Saint-Polycarpe,7,Rural à habitat très dispersé,143
3931,11365,Saint-Sernin,7,Rural à habitat très dispersé,41
3932,11366,Sainte-Valière,6,Rural à habitat dispersé,537
3933,11367,Saissac,5,Bourgs ruraux,922
3934,11368,Sallèles-Cabardès,6,Rural à habitat dispersé,119
3935,11369,Sallèles-d'Aude,5,Bourgs ruraux,3024
3936,11370,Salles-d'Aude,3,Petites villes,3254
3937,11371,Salles-sur-l'Hers,6,Rural à habitat dispersé,707
3938,11372,Salsigne,6,Rural à habitat dispersé,379
3939,11373,Salvezines,7,Rural à habitat très dispersé,72
3940,11374,Salza,7,Rural à habitat très dispersé,16
3941,11375,Seignalens,7,Rural à habitat très dispersé,30
3942,11376,La Serpent,6,Rural à habitat dispersé,95
3943,11377,Serres,7,Rural à habitat très dispersé,76
3944,11378,Serviès-en-Val,6,Rural à habitat dispersé,203
3945,11379,Sigean,3,Petites villes,5533
3946,11380,Sonnac-sur-l'Hers,6,Rural à habitat dispersé,130
3947,11381,Sougraigne,6,Rural à habitat dispersé,122
3948,11382,Souilhanels,6,Rural à habitat dispersé,362
3949,11383,Souilhe,6,Rural à habitat dispersé,324
3950,11384,Soulatgé,6,Rural à habitat dispersé,126
3951,11385,Soupex,6,Rural à habitat dispersé,236
3952,11386,Talairan,6,Rural à habitat dispersé,483
3953,11387,Taurize,6,Rural à habitat dispersé,111
3954,11388,Termes,7,Rural à habitat très dispersé,47
3955,11389,Terroles,7,Rural à habitat très dispersé,16
3956,11390,Thézan-des-Corbières,6,Rural à habitat dispersé,556
3957,11391,La Tourette-Cabardès,7,Rural à habitat très dispersé,24
3958,11392,Tournissan,6,Rural à habitat dispersé,270
3959,11393,Tourouzelle,5,Bourgs ruraux,487
3960,11394,Tourreilles,6,Rural à habitat dispersé,131
3961,11395,Trassanel,7,Rural à habitat très dispersé,30
3962,11396,Trausse,6,Rural à habitat dispersé,597
3963,11397,Trèbes,5,Bourgs ruraux,5502
3964,11398,Treilles,6,Rural à habitat dispersé,255
3965,11399,Tréville,6,Rural à habitat dispersé,106
3966,11400,Tréziers,6,Rural à habitat dispersé,103
3967,11401,Tuchan,5,Bourgs ruraux,793
3968,11402,Valmigère,7,Rural à habitat très dispersé,23
3969,11404,Ventenac-Cabardès,5,Bourgs ruraux,956
3970,11405,Ventenac-en-Minervois,6,Rural à habitat dispersé,574
3971,11406,Véraza,7,Rural à habitat très dispersé,33
3972,11407,Verdun-en-Lauragais,7,Rural à habitat très dispersé,280
3973,11408,Verzeille,6,Rural à habitat dispersé,504
3974,11409,Vignevieille,6,Rural à habitat dispersé,105
3975,11410,Villalier,5,Bourgs ruraux,986
3976,11411,Villanière,6,Rural à habitat dispersé,135
3977,11412,Villardebelle,7,Rural à habitat très dispersé,55
3978,11413,Villardonnel,6,Rural à habitat dispersé,503
3979,11414,Villar-en-Val,7,Rural à habitat très dispersé,24
3980,11415,Villar-Saint-Anselme,6,Rural à habitat dispersé,124
3981,11416,Villarzel-Cabardès,6,Rural à habitat dispersé,249
3982,11417,Villarzel-du-Razès,7,Rural à habitat très dispersé,98
3983,11418,Villasavary,5,Bourgs ruraux,1211
3984,11419,Villautou,7,Rural à habitat très dispersé,63
3985,11420,Villebazy,6,Rural à habitat dispersé,135
3986,11421,Villedaigne,5,Bourgs ruraux,534
3987,11422,Villedubert,6,Rural à habitat dispersé,348
3988,11423,Villefloure,6,Rural à habitat dispersé,159
3989,11424,Villefort,6,Rural à habitat dispersé,85
3990,11425,Villegailhenc,4,Ceintures urbaines,1684
3991,11426,Villegly,5,Bourgs ruraux,1177
3992,11427,Villelongue-d'Aude,6,Rural à habitat dispersé,302
3993,11428,Villemagne,6,Rural à habitat dispersé,252
3994,11429,Villemoustaussou,4,Ceintures urbaines,4469
3995,11430,Villeneuve-la-Comptal,4,Ceintures urbaines,1359
3996,11431,Villeneuve-les-Corbières,6,Rural à habitat dispersé,248
3997,11432,Villeneuve-lès-Montréal,6,Rural à habitat dispersé,322
3998,11433,Villeneuve-Minervois,6,Rural à habitat dispersé,976
3999,11434,Villepinte,5,Bourgs ruraux,1276
4000,11435,Villerouge-Termenès,6,Rural à habitat dispersé,154
4001,11436,Villesèque-des-Corbières,6,Rural à habitat dispersé,370
4002,11437,Villesèquelande,5,Bourgs ruraux,911
4003,11438,Villesiscle,6,Rural à habitat dispersé,388
4004,11439,Villespy,6,Rural à habitat dispersé,400
4005,11440,Villetritouls,7,Rural à habitat très dispersé,35
4006,11441,Vinassan,5,Bourgs ruraux,2658
4007,12001,Agen-d'Aveyron,5,Bourgs ruraux,1069
4008,12002,Aguessac,5,Bourgs ruraux,869
4009,12003,Les Albres,6,Rural à habitat dispersé,343
4010,12004,Almont-les-Junies,7,Rural à habitat très dispersé,445
4011,12006,Alrance,7,Rural à habitat très dispersé,351
4012,12007,Ambeyrac,7,Rural à habitat très dispersé,176
4013,12008,Anglars-Saint-Félix,6,Rural à habitat dispersé,885
4014,12009,Arnac-sur-Dourdou,7,Rural à habitat très dispersé,36
4015,12010,Arques,7,Rural à habitat très dispersé,153
4016,12011,Arvieu,7,Rural à habitat très dispersé,775
4017,12012,Asprières,6,Rural à habitat dispersé,746
4018,12013,Aubin,6,Rural à habitat dispersé,3741
4019,12015,Auriac-Lagast,7,Rural à habitat très dispersé,228
4020,12016,Auzits,6,Rural à habitat dispersé,824
4021,12017,Ayssènes,7,Rural à habitat très dispersé,216
4022,12018,Balaguier-d'Olt,7,Rural à habitat très dispersé,181
4023,12019,Balaguier-sur-Rance,7,Rural à habitat très dispersé,89
4024,12021,Le Bas Ségala,7,Rural à habitat très dispersé,1558
4025,12022,La Bastide-Pradines,7,Rural à habitat très dispersé,109
4026,12023,La Bastide-Solages,7,Rural à habitat très dispersé,106
4027,12024,Belcastel,7,Rural à habitat très dispersé,195
4028,12025,Belmont-sur-Rance,6,Rural à habitat dispersé,972
4029,12026,Bertholène,6,Rural à habitat dispersé,1054
4030,12027,Bessuéjouls,7,Rural à habitat très dispersé,202
4031,12028,Boisse-Penchot,6,Rural à habitat dispersé,518
4032,12029,Bor-et-Bar,7,Rural à habitat très dispersé,201
4033,12030,Bouillac,6,Rural à habitat dispersé,379
4034,12031,Bournazel,7,Rural à habitat très dispersé,356
4035,12032,Boussac,6,Rural à habitat dispersé,595
4036,12033,Bozouls,5,Bourgs ruraux,2923
4037,12034,Brandonnet,7,Rural à habitat très dispersé,303
4038,12035,Brasc,7,Rural à habitat très dispersé,172
4039,12036,Brommat,7,Rural à habitat très dispersé,637
4040,12037,Broquiès,7,Rural à habitat très dispersé,608
4041,12038,Brousse-le-Château,7,Rural à habitat très dispersé,164
4042,12039,Brusque,6,Rural à habitat dispersé,264
4043,12041,Cabanès,7,Rural à habitat très dispersé,264
4044,12042,Calmels-et-le-Viala,7,Rural à habitat très dispersé,208
4045,12043,Calmont,6,Rural à habitat dispersé,2166
4046,12044,Camarès,6,Rural à habitat dispersé,1028
4047,12045,Camboulazet,7,Rural à habitat très dispersé,388
4048,12046,Camjac,7,Rural à habitat très dispersé,573
4049,12047,Campagnac,6,Rural à habitat dispersé,451
4050,12048,Campouriez,6,Rural à habitat dispersé,345
4051,12049,Campuac,6,Rural à habitat dispersé,451
4052,12050,Canet-de-Salars,6,Rural à habitat dispersé,442
4053,12051,Cantoin,7,Rural à habitat très dispersé,310
4054,12052,Capdenac-Gare,5,Bourgs ruraux,4419
4055,12053,La Capelle-Balaguier,6,Rural à habitat dispersé,327
4056,12054,La Capelle-Bleys,7,Rural à habitat très dispersé,351
4057,12055,La Capelle-Bonance,7,Rural à habitat très dispersé,83
4058,12056,Baraqueville,6,Rural à habitat dispersé,3150
4059,12057,Cassagnes-Bégonhès,6,Rural à habitat dispersé,925
4060,12058,Cassuéjouls,7,Rural à habitat très dispersé,106
4061,12059,Castanet,7,Rural à habitat très dispersé,517
4062,12060,Castelmary,7,Rural à habitat très dispersé,114
4063,12061,Castelnau-de-Mandailles,7,Rural à habitat très dispersé,575
4064,12062,Castelnau-Pégayrols,7,Rural à habitat très dispersé,343
4065,12063,La Cavalerie,5,Bourgs ruraux,1939
4066,12064,Le Cayrol,7,Rural à habitat très dispersé,268
4067,12065,Centrès,7,Rural à habitat très dispersé,461
4068,12066,Clairvaux-d'Aveyron,6,Rural à habitat dispersé,1148
4069,12067,Le Clapier,7,Rural à habitat très dispersé,76
4070,12068,Colombiès,7,Rural à habitat très dispersé,878
4071,12069,Combret,7,Rural à habitat très dispersé,265
4072,12070,Compeyre,6,Rural à habitat dispersé,522
4073,12071,Compolibat,7,Rural à habitat très dispersé,334
4074,12072,Comprégnac,6,Rural à habitat dispersé,232
4075,12073,Comps-la-Grand-Ville,6,Rural à habitat dispersé,625
4076,12074,Condom-d'Aubrac,7,Rural à habitat très dispersé,295
4077,12075,Connac,7,Rural à habitat très dispersé,106
4078,12076,Conques-en-Rouergue,7,Rural à habitat très dispersé,1615
4079,12077,Cornus,7,Rural à habitat très dispersé,513
4080,12078,Les Costes-Gozon,7,Rural à habitat très dispersé,185
4081,12079,Coubisou,7,Rural à habitat très dispersé,491
4082,12080,Coupiac,6,Rural à habitat dispersé,373
4083,12082,La Couvertoirade,7,Rural à habitat très dispersé,189
4084,12083,Cransac,5,Bourgs ruraux,1473
4085,12084,Creissels,4,Ceintures urbaines,1569
4086,12085,Crespin,7,Rural à habitat très dispersé,315
4087,12086,La Cresse,6,Rural à habitat dispersé,324
4088,12088,Curières,7,Rural à habitat très dispersé,228
4089,12089,Decazeville,5,Bourgs ruraux,5323
4090,12090,Druelle Balsac,6,Rural à habitat dispersé,3205
4091,12091,Drulhe,7,Rural à habitat très dispersé,455
4092,12092,Durenque,7,Rural à habitat très dispersé,523
4093,12093,Le Fel,7,Rural à habitat très dispersé,176
4094,12094,Entraygues-sur-Truyère,5,Bourgs ruraux,985
4095,12095,Escandolières,7,Rural à habitat très dispersé,240
4096,12096,Espalion,5,Bourgs ruraux,4601
