journey_id,time,journey_start_lon,journey_start_lat,cluster
7842302,08:00:00,2.36,48.767,1
7840797,08:00:00,2.295,48.822,22
7840920,08:00:00,2.258,48.78,22
7840752,08:00:00,2.123,48.798,14
7866866,08:00:00,2.099,48.886,28
7866864,08:00:00,2.342,48.797,1
7866909,08:00:00,2.254,48.834,22
7866879,08:00:00,2.239,48.924,8
7866877,08:00:00,2.866,48.706,10
7866875,08:00:00,2.304,48.825,11
7866725,08:00:00,2.284,48.799,22
7866836,08:00:00,2.179,48.88,8
7866848,08:00:00,2.401,48.77,1
7866857,08:00:00,2.325,48.897,25
7866698,08:00:00,2.401,48.77,1
7840805,08:00:00,2.549,48.627,4
7816664,08:00:00,2.661,48.541,24
7842609,08:00:00,1.926,48.783,2
7840829,08:00:00,2.307,48.885,25
7816513,08:00:00,2.843,48.885,16
7816436,08:00:00,2.307,48.885,25
7818275,08:00:00,2.124,48.807,14
7842156,08:00:00,2.513,48.852,17
7840936,08:00:00,2.639,48.547,24
7842081,08:00:00,2.273,48.925,25
7842631,08:00:00,2.501,48.81,17
7818355,08:00:00,2.153,48.864,14
7816652,08:00:00,2.668,48.668,4
7819034,08:00:00,2.269,48.952,3
7819035,08:00:00,2.269,48.952,3
7840795,08:00:00,2.511,48.816,17
7841510,08:00:00,2.403,48.771,1
7842646,08:00:00,2.303,48.912,25
7842628,08:00:00,1.777,49.007,12
7840743,08:00:00,2.019,49.027,15
7840820,08:00:00,2.307,48.885,25
7866632,08:00:00,2.296,48.855,25
7866662,08:00:00,2.552,48.628,4
7866634,08:00:00,2.231,48.955,3
7866636,08:00:00,2.231,48.955,3
7818579,08:00:00,2.054,48.783,26
7816622,08:00:00,2.204,48.879,8
7866623,08:00:00,2.202,48.883,8
7816579,08:00:00,2.114,48.893,28
7818294,08:00:00,1.826,48.652,21
7818295,08:00:00,1.826,48.652,21
7818298,08:00:00,2.359,48.884,25
7818297,08:00:00,2.359,48.884,25
7818863,08:00:00,2.54,48.841,6
7818713,08:00:00,2.538,48.808,6
7866678,08:00:00,2.786,48.734,0
7866672,08:00:00,2.313,48.831,11
7818607,08:00:00,2.287,48.909,25
7818329,08:00:00,1.597,48.791,7
7818606,08:00:00,2.286,48.909,25
7818884,08:00:00,2.563,48.585,4
7818262,08:00:00,2.328,48.891,25
7842064,08:00:00,2.186,48.884,8
7842641,08:00:00,2.04,48.783,26
7866669,08:00:00,2.223,48.827,22
7818481,08:00:00,2.035,48.92,28
7842614,08:00:00,2.243,48.881,8
7841743,08:00:00,2.328,48.775,1
7841794,08:00:00,2.415,48.999,5
7816674,08:00:00,1.927,48.783,2
7866668,08:00:00,1.786,49.148,12
7866719,08:00:00,2.038,48.929,28
7866724,08:00:00,2.017,48.769,26
7866731,08:00:00,2.06,48.784,26
7866729,08:00:00,2.217,49.112,3
7866893,08:00:00,2.288,48.92,25
7866896,08:00:00,2.035,48.791,26
7866905,08:00:00,2.075,49.07,15
7866739,08:00:00,1.845,48.992,9
7866745,08:00:00,2.223,48.882,8
7841589,08:00:00,2.584,48.79,6
7841397,08:00:00,2.031,48.947,28
7841245,08:00:00,2.64,48.797,6
7842037,08:00:00,1.985,48.773,2
7841747,08:00:00,2.041,48.814,26
7840909,08:00:00,2.312,48.82,11
7818244,08:00:00,2.413,48.875,27
7866696,08:00:00,2.329,48.757,1
7866684,08:00:00,2.295,48.834,22
7842059,08:00:00,2.124,48.799,14
7866679,08:00:00,2.307,48.76,1
7818931,08:00:00,2.031,48.947,28
7841427,08:00:00,2.241,48.955,3
7818302,08:00:00,2.359,48.884,25
7840818,08:00:00,2.417,48.854,27
7866861,08:00:00,2.552,48.848,6
7866819,08:00:00,2.289,48.91,25
7866821,08:00:00,2.291,48.83,22
7866813,08:00:00,2.325,48.823,11
7866808,08:00:00,2.042,48.96,28
7866809,08:00:00,2.036,48.946,28
7866803,08:00:00,2.261,48.782,22
7866805,08:00:00,2.705,48.826,0
7866800,08:00:00,1.913,48.992,9
7866796,08:00:00,2.03,48.777,26
7866797,08:00:00,2.248,48.946,3
7866789,08:00:00,1.703,48.989,12
7866792,08:00:00,2.803,48.873,0
7866749,08:00:00,2.19,48.81,14
7866787,08:00:00,2.296,48.8,22
7866757,08:00:00,2.385,48.792,1
7866767,08:00:00,2.354,48.928,25
7866763,08:00:00,3.341,48.401,19
7866777,08:00:00,2.13,48.806,14
7866779,08:00:00,2.055,48.802,26
7866785,08:00:00,2.321,48.923,25
7866870,08:00:00,2.385,48.792,1
7866704,08:00:00,2.123,48.797,14
7866906,08:00:00,2.37,48.882,11
7866856,08:00:00,1.698,48.982,12
7866720,08:00:00,2.223,48.895,8
7866852,08:00:00,2.307,48.884,25
7866844,08:00:00,1.944,48.818,2
7816746,08:10:00,2.411,48.834,11
7842551,08:10:00,2.381,48.791,1
7818760,08:10:00,2.336,48.894,25
7818758,08:10:00,2.336,48.894,25
7840801,08:10:00,2.275,48.927,25
7841374,08:10:00,2.125,48.828,14
7841932,08:10:00,2.654,48.839,6
7842630,08:10:00,1.941,48.774,2
7816707,08:10:00,1.878,49.001,9
7842673,08:10:00,2.088,48.899,28
7841911,08:10:00,2.654,48.839,6
7866922,08:10:00,2.26,48.778,22
7819568,08:10:00,2.332,48.802,11
7840912,08:10:00,2.31,48.896,25
7818133,08:10:00,2.46,48.817,17
7866919,08:10:00,2.06,48.784,26
7840831,08:10:00,2.628,48.85,6
7818209,08:10:00,2.461,48.914,27
7818530,08:10:00,2.379,48.852,11
7818500,08:10:00,2.384,48.798,1
7818599,08:10:00,2.384,48.798,1
7842649,08:10:00,2.41,48.766,1
7842234,08:10:00,2.548,48.83,6
7842655,08:10:00,2.26,48.765,22
7818333,08:10:00,2.499,48.834,17
7818808,08:10:00,2.269,48.928,25
7819131,08:10:00,2.487,48.893,27
7841629,08:10:00,2.31,48.896,25
7818796,08:10:00,2.97,48.508,10
7819115,08:10:00,2.487,48.893,27
7818190,08:10:00,2.406,48.764,1
7840848,08:10:00,2.299,48.819,22
7866952,08:10:00,2.697,48.875,0
7840832,08:10:00,2.048,48.707,26
7866945,08:10:00,2.17,48.992,3
7866966,08:10:00,2.701,48.879,0
7842364,08:10:00,2.698,48.653,24
7841971,08:10:00,2.284,48.855,22
7866944,08:10:00,2.299,48.836,22
7841825,08:10:00,2.4,48.772,1
7818495,08:10:00,2.378,48.853,11
7818494,08:10:00,2.378,48.853,11
7818429,08:10:00,2.383,48.951,5
7819041,08:10:00,2.342,48.863,11
7842122,08:10:00,2.195,48.816,14
7866971,08:10:00,1.97,48.77,2
7866976,08:10:00,2.212,48.811,22
7866986,08:10:00,2.047,48.931,28
7866967,08:10:00,2.382,48.798,1
7842652,08:10:00,2.364,48.779,1
7840806,08:10:00,2.356,48.815,11
7840867,08:10:00,2.396,48.889,27
7841296,08:10:00,2.336,48.894,25
7842263,08:10:00,2.436,48.88,27
7842598,08:10:00,2.654,48.839,6
7841910,08:10:00,2.654,48.839,6
7818474,08:10:00,1.669,48.801,7
7819109,08:10:00,2.372,48.891,25
7842671,08:10:00,2.665,48.903,6
7840864,08:10:00,2.676,48.949,13
7840838,08:10:00,2.273,48.979,3
7840839,08:10:00,2.273,48.979,3
7842592,08:10:00,2.594,48.954,18
7841904,08:10:00,2.413,48.878,27
7842552,08:10:00,2.631,48.838,6
7818449,08:10:00,2.096,48.72,26
7818283,08:10:00,2.135,48.821,14
7842615,08:10:00,2.204,48.879,8
7841706,08:10:00,2.064,48.995,15
7841376,08:10:00,2.25,48.821,22
7818586,08:10:00,2.3,48.85,11
7818202,08:10:00,2.129,48.815,14
7816760,08:10:00,2.668,48.542,24
7866917,08:10:00,2.041,48.81,26
7840850,08:10:00,2.344,48.914,25
7818903,08:10:00,2.471,49.034,18
7818678,08:10:00,2.143,48.797,14
7841424,08:10:00,2.317,48.809,11
7842617,08:10:00,2.204,48.879,8
7818531,08:10:00,2.379,48.852,11
7818532,08:10:00,2.379,48.852,11
7819567,08:10:00,2.332,48.802,11
7842599,08:10:00,2.342,49.105,5
7818205,08:10:00,2.461,48.914,27
7841807,08:10:00,2.044,48.811,26
7840916,08:10:00,2.177,48.875,8
7840763,08:10:00,2.314,48.822,11
7842680,08:10:00,2.355,48.869,11
7842654,08:10:00,2.095,49.047,15
7842192,08:10:00,2.329,48.756,1
7842275,08:10:00,2.436,48.88,27
7842659,08:10:00,2.518,48.9,27
7842651,08:10:00,2.091,49.055,15
7866931,08:10:00,2.014,49.054,15
7866926,08:10:00,2.533,48.721,4
7866933,08:10:00,2.223,49.109,3
7866929,08:10:00,2.301,48.756,1
7866921,08:10:00,2.398,48.778,1
7818879,08:10:00,2.668,49.057,13
7819046,08:10:00,2.804,49.074,16
7819122,08:10:00,2.487,48.893,27
7840804,08:10:00,2.6,48.851,6
7841696,08:10:00,2.296,48.844,22
7818880,08:10:00,2.668,49.057,13
7842314,08:10:00,2.384,48.925,25
7840816,08:10:00,2.036,48.773,26
7818204,08:10:00,2.461,48.914,27
7818177,08:10:00,2.051,48.762,26
7840879,08:10:00,2.281,48.918,25
7841789,08:10:00,2.36,48.822,11
7842691,08:10:00,2.383,48.798,1
7841661,08:10:00,2.314,48.822,11
7842103,08:10:00,2.338,48.77,1
7866965,08:10:00,2.252,48.925,8
7866961,08:10:00,2.321,48.999,5
7866992,08:10:00,2.445,48.79,17
7866993,08:10:00,2.549,48.83,6
7866957,08:10:00,2.05,48.758,26
7866949,08:10:00,2.238,48.842,22
7866955,08:10:00,2.277,48.783,22
7866970,08:10:00,2.815,48.37,23
7866990,08:10:00,2.553,48.628,4
7866987,08:10:00,2.077,48.768,26
7866988,08:10:00,2.296,48.776,22
7866979,08:10:00,2.186,48.892,8
7866980,08:10:00,2.398,48.865,11
7818515,08:10:00,2.154,48.798,14
7818624,08:10:00,2.627,48.835,6
7819562,08:10:00,2.054,48.853,28
7818496,08:10:00,2.379,48.852,11
7842692,08:20:00,2.36,48.876,11
7819126,08:20:00,2.377,48.842,11
7842274,08:20:00,2.468,48.805,17
7819125,08:20:00,2.376,48.842,11
7842193,08:20:00,2.064,48.755,26
7840768,08:20:00,2.815,48.872,0
7841300,08:20:00,2.336,48.894,25
7841425,08:20:00,2.105,48.894,28
7818104,08:20:00,2.458,48.816,17
7818311,08:20:00,2.783,48.845,0
7818526,08:20:00,2.379,48.851,11
7841242,08:20:00,2.883,48.863,16
7818136,08:20:00,2.149,48.909,8
7842604,08:20:00,2.558,48.905,18
7842115,08:20:00,2.195,48.816,14
7842191,08:20:00,2.195,48.816,14
7818843,08:20:00,2.318,48.816,11
7818701,08:20:00,2.019,48.921,28
7867032,08:20:00,2.485,48.869,27
7867034,08:20:00,2.479,48.877,27
7867036,08:20:00,2.249,48.776,22
7842627,08:20:00,2.223,48.941,8
7842618,08:20:00,2.048,48.769,26
7840854,08:20:00,2.332,48.892,25
7818992,08:20:00,2.668,49.057,13
7840868,08:20:00,2.541,48.826,6
7866998,08:20:00,2.411,48.763,1
7818744,08:20:00,2.28,48.784,22
7819177,08:20:00,2.502,48.936,18
7840859,08:20:00,2.582,48.845,6
7818725,08:20:00,2.208,48.864,8
7818728,08:20:00,1.833,48.631,21
7842271,08:20:00,2.434,48.848,27
7818768,08:20:00,2.548,48.83,6
7842351,08:20:00,2.061,48.842,26
7842699,08:20:00,2.586,48.632,4
7840819,08:20:00,2.436,48.804,17
7842681,08:20:00,2.461,48.818,17
7842416,08:20:00,2.27,48.928,25
7842707,08:20:00,2.537,48.703,4
7818741,08:20:00,1.984,48.969,28
7841944,08:20:00,2.457,48.888,27
7867054,08:20:00,2.324,48.759,1
7867055,08:20:00,2.037,48.764,26
7867039,08:20:00,1.826,48.643,21
7867001,08:20:00,2.337,48.806,11
7867013,08:20:00,2.331,48.774,1
7867022,08:20:00,2.15,48.814,14
7867025,08:20:00,2.121,48.795,14
7867053,08:20:00,2.411,48.763,1
7867028,08:20:00,2.036,48.774,26
7867042,08:20:00,2.102,48.868,28
7818652,08:20:00,2.396,48.779,1
7840846,08:20:00,2.547,48.924,18
7818541,08:20:00,2.443,48.907,27
7818391,08:20:00,2.465,48.876,27
7818590,08:20:00,2.376,48.805,11
7819538,08:20:00,2.502,48.936,18
7841511,08:20:00,2.487,48.844,17
7842620,08:20:00,2.273,48.967,3
7867063,08:20:00,2.04,48.807,26
7867090,08:20:00,2.129,48.814,14
7867080,08:20:00,2.172,48.877,8
7867084,08:20:00,2.341,48.82,11
7841497,08:20:00,2.232,48.904,8
7842712,08:20:00,3.13,48.964,29
7842720,08:20:00,2.427,48.77,17
7840894,08:20:00,2.397,48.778,1
7842715,08:20:00,2.503,48.753,17
7841418,08:20:00,2.25,48.933,8
7842714,08:20:00,2.523,48.726,17
7867103,08:20:00,2.385,48.792,1
7867099,08:20:00,2.446,48.783,17
7867093,08:20:00,2.269,48.9,25
7867019,08:20:00,2.253,48.838,22
7840915,08:20:00,2.318,48.817,11
7819040,08:20:00,2.151,48.945,8
7867069,08:20:00,1.704,48.986,12
7842254,08:20:00,2.044,48.788,26
7818720,08:20:00,2.001,49.047,15
7842357,08:20:00,2.189,48.883,8
7818807,08:20:00,2.269,48.928,25
7819124,08:20:00,2.376,48.842,11
7818810,08:20:00,2.269,48.928,25
7842382,08:20:00,2.195,48.816,14
7842415,08:20:00,2.107,49.043,15
7840930,08:20:00,1.782,48.803,7
7840902,08:20:00,2.651,48.541,24
7842173,08:20:00,2.195,48.816,14
7842656,08:20:00,2.852,48.874,16
7819183,08:20:00,2.502,48.936,18
7819056,08:20:00,2.318,49.0,5
7818914,08:20:00,2.434,48.848,27
7866996,08:20:00,2.266,48.828,22
7818986,08:20:00,2.386,48.798,1
7841675,08:20:00,2.287,48.852,22
7819022,08:20:00,2.316,48.83,11
7840776,08:20:00,2.607,48.703,4
7819135,08:20:00,2.378,48.843,11
7842154,08:20:00,2.133,48.799,14
7819114,08:20:00,2.377,48.844,11
7818501,08:20:00,2.167,48.782,14
7840895,08:20:00,2.065,49.037,15
7819118,08:20:00,2.378,48.843,11
7818364,08:20:00,2.783,48.845,0
7818685,08:20:00,2.693,48.762,0
7818802,08:20:00,2.01,49.048,15
7867049,08:20:00,2.3,48.754,1
7867023,08:20:00,2.498,49.094,18
7867017,08:20:00,1.828,48.636,21
7867003,08:20:00,1.865,48.894,9
7842354,08:20:00,2.893,48.931,16
7842411,08:20:00,2.27,48.928,25
7842702,08:20:00,2.386,48.798,1
7840878,08:20:00,1.849,48.644,21
7842413,08:20:00,2.27,48.928,25
7841341,08:20:00,2.631,48.544,24
7867089,08:20:00,2.04,49.054,15
7867094,08:20:00,2.266,48.831,22
7867083,08:20:00,2.343,48.804,11
7841275,08:20:00,2.359,48.901,25
7842397,08:20:00,2.318,49.0,5
7842705,08:20:00,2.237,48.828,22
7842703,08:20:00,1.983,48.969,28
7818837,08:20:00,2.593,48.955,18
7841762,08:20:00,2.253,48.942,8
7867057,08:20:00,2.034,49.049,15
7818965,08:20:00,2.027,48.797,26
7818542,08:20:00,2.443,48.907,27
7840911,08:20:00,2.299,48.836,22
7867075,08:20:00,2.3,48.892,25
7867073,08:20:00,2.424,49.118,5
7867072,08:20:00,2.238,48.884,8
7842701,08:30:00,2.284,48.992,3
7819010,08:30:00,2.04,48.81,26
7842393,08:30:00,2.267,48.824,22
7819195,08:30:00,2.328,48.909,25
7819116,08:30:00,2.506,48.752,17
7818499,08:30:00,2.423,48.818,17
7818853,08:30:00,2.24,48.78,22
7842704,08:30:00,2.47,48.873,27
7818909,08:30:00,2.397,48.847,11
7867492,08:30:00,2.394,48.782,1
7867482,08:30:00,2.64,48.797,6
7840901,08:30:00,2.124,48.798,14
7842722,08:30:00,2.37,48.977,5
7842734,08:30:00,2.17,48.839,14
7819129,08:30:00,2.318,48.973,5
7818564,08:30:00,2.124,48.798,14
7818691,08:30:00,2.575,48.79,6
7819088,08:30:00,1.605,48.782,7
7818497,08:30:00,2.819,48.85,0
7818950,08:30:00,2.494,48.814,17
7842738,08:30:00,2.043,48.809,26
7818433,08:30:00,2.192,48.941,8
7867535,08:30:00,2.318,48.824,11
7842743,08:30:00,2.238,48.781,22
7842402,08:30:00,2.019,48.921,28
7841964,08:30:00,2.412,48.878,27
7841386,08:30:00,2.232,48.831,22
7867528,08:30:00,2.272,48.889,25
7867555,08:30:00,2.307,48.972,25
7867559,08:30:00,2.295,48.92,25
7867504,08:30:00,2.3,48.906,25
7867571,08:30:00,2.255,48.907,8
7867544,08:30:00,2.286,48.755,22
7867558,08:30:00,2.295,48.92,25
7842385,08:30:00,1.605,48.782,7
7867572,08:30:00,2.303,48.89,25
7867569,08:30:00,2.126,48.796,14
7867568,08:30:00,2.341,48.863,11
7819123,08:30:00,2.019,48.921,28
7818791,08:30:00,2.267,48.816,22
7818818,08:30:00,2.544,48.847,6
7867486,08:30:00,2.54,48.826,6
7818794,08:30:00,2.343,48.795,1
7818493,08:30:00,2.423,48.818,17
7819462,08:30:00,2.673,48.828,6
7840919,08:30:00,2.506,49.096,18
7867498,08:30:00,2.252,48.836,22
7818746,08:30:00,2.325,48.912,25
7841326,08:30:00,2.62,48.572,24
7841979,08:30:00,2.136,48.816,14
7818786,08:30:00,2.267,48.828,22
7842710,08:30:00,2.261,48.803,22
7840873,08:30:00,2.153,48.793,14
7841855,08:30:00,2.28,48.768,22
7841349,08:30:00,1.944,48.837,2
7818463,08:30:00,1.9,48.775,2
7818750,08:30:00,2.242,48.886,8
7840851,08:30:00,2.186,48.918,8
7819090,08:30:00,2.574,48.721,4
7818934,08:30:00,2.304,48.838,11
7842733,08:30:00,2.311,48.77,1
7842717,08:30:00,2.444,48.906,27
7840921,08:30:00,2.299,48.836,22
7840922,08:30:00,2.329,48.909,25
7841513,08:30:00,2.059,48.761,26
7842721,08:30:00,2.402,48.844,11
7867479,08:30:00,2.299,48.836,22
7867493,08:30:00,2.258,48.788,22
7867484,08:30:00,1.677,48.999,12
7867483,08:30:00,2.361,48.809,11
7867490,08:30:00,2.309,48.765,1
7867478,08:30:00,2.538,48.881,6
7867501,08:30:00,2.394,48.885,27
7840906,08:30:00,2.343,48.815,11
7867485,08:30:00,2.307,48.884,25
7867481,08:30:00,2.38,48.79,1
7818623,08:30:00,2.23,48.777,22
7819121,08:30:00,2.019,48.921,28
7842020,08:30:00,2.069,48.956,28
7867477,08:30:00,2.368,48.795,1
7819543,08:30:00,2.434,48.871,27
7818822,08:30:00,2.544,48.847,6
7818668,08:30:00,2.371,48.996,5
7819185,08:30:00,2.293,48.991,3
7867507,08:30:00,2.223,48.882,8
7818955,08:30:00,2.494,48.814,17
7818803,08:30:00,2.367,48.822,11
7818993,08:30:00,2.338,48.814,11
7841610,08:30:00,2.554,48.828,6
7840923,08:30:00,1.951,48.82,2
7842719,08:30:00,2.47,48.873,27
7818432,08:30:00,2.192,48.941,8
7867495,08:30:00,2.344,48.899,25
7867585,08:30:00,2.139,48.891,8
7867575,08:30:00,2.378,48.994,5
7867533,08:30:00,2.499,48.841,17
7867531,08:30:00,2.629,48.975,13
7867541,08:30:00,2.318,48.824,11
7867540,08:30:00,2.273,48.967,3
7867564,08:30:00,2.26,48.778,22
7867561,08:30:00,2.29,48.759,22
7867567,08:30:00,2.535,48.827,6
7867566,08:30:00,1.982,48.972,28
7842756,08:30:00,2.471,48.777,17
7841504,08:30:00,2.073,48.799,26
7842398,08:30:00,2.019,48.921,28
7867509,08:30:00,2.157,48.937,8
7867510,08:30:00,2.285,48.846,22
7867512,08:30:00,2.416,48.865,27
7867526,08:30:00,2.243,48.876,8
7867548,08:30:00,1.826,48.643,21
7867508,08:30:00,2.243,48.978,3
7867570,08:30:00,2.679,48.827,0
7842235,08:40:00,1.975,48.772,2
7819474,08:40:00,2.305,48.978,25
7842752,08:40:00,2.496,48.817,17
7841991,08:40:00,2.329,48.9,25
7840844,08:40:00,2.198,48.871,8
7818951,08:40:00,2.126,48.813,14
7819089,08:40:00,2.493,48.865,27
7842661,08:40:00,2.373,48.993,5
7818722,08:40:00,2.253,48.914,8
7819872,08:40:00,2.265,48.802,22
7819142,08:40:00,2.14,48.929,8
7818877,08:40:00,1.986,48.566,21
7842421,08:40:00,2.295,48.916,25
7842427,08:40:00,2.295,48.916,25
7841872,08:40:00,2.299,48.897,25
7867576,08:40:00,2.306,48.843,11
7842256,08:40:00,2.253,48.913,8
7841996,08:40:00,2.238,48.978,3
7842749,08:40:00,2.574,48.721,4
7818828,08:40:00,2.135,48.946,28
7818832,08:40:00,2.135,48.946,28
7818825,08:40:00,2.135,48.946,28
7842401,08:40:00,2.292,48.979,3
7842663,08:40:00,2.502,48.935,18
7842660,08:40:00,2.502,48.935,18
7842653,08:40:00,2.502,48.935,18
7842751,08:40:00,2.496,48.817,17
7818829,08:40:00,2.649,48.527,24
7819120,08:40:00,2.281,48.927,25
7840917,08:40:00,2.33,48.808,11
7840900,08:40:00,2.495,48.917,27
7842768,08:40:00,2.134,48.946,28
7842770,08:40:00,2.135,48.946,28
7867602,08:40:00,2.291,48.886,25
7867601,08:40:00,2.497,48.918,27
7840905,08:40:00,2.495,48.917,27
7867594,08:40:00,2.295,48.966,25
7867589,08:40:00,2.501,49.052,18
7867588,08:40:00,2.436,48.801,17
7867587,08:40:00,2.184,48.888,8
7818985,08:40:00,2.294,48.916,25
7818975,08:40:00,2.294,48.916,25
7818980,08:40:00,2.294,48.916,25
7818940,08:40:00,1.986,48.566,21
7867580,08:40:00,2.497,48.918,27
7818890,08:40:00,2.436,48.803,17
7842026,08:40:00,2.705,48.835,0
7819080,08:40:00,2.494,48.916,27
7840939,08:40:00,2.319,48.825,11
7819078,08:40:00,2.495,48.917,27
7818991,08:40:00,2.359,48.819,11
7867603,08:40:00,2.368,48.827,11
7841502,08:40:00,2.943,48.864,16
7818789,08:40:00,2.494,48.931,18
7818997,08:40:00,2.537,48.863,6
7818987,08:40:00,2.536,48.864,6
7840866,08:40:00,2.385,48.897,27
7840925,08:40:00,2.357,48.824,11
7842718,08:40:00,2.329,48.786,1
7842730,08:40:00,2.391,48.976,5
7840953,08:40:00,2.157,48.868,14
7842650,08:40:00,2.825,48.846,0
7818699,08:40:00,2.372,48.98,5
7842740,08:40:00,2.825,48.846,0
7842735,08:40:00,1.796,48.865,7
7867604,08:40:00,2.413,48.821,11
7841774,08:40:00,2.257,48.915,8
7840690,08:40:00,2.392,48.758,1
7842758,08:40:00,2.708,48.791,0
7842754,08:40:00,2.377,48.799,1
7818695,08:40:00,2.674,48.902,0
7819082,08:40:00,2.349,48.894,25
7818999,08:40:00,2.544,48.847,6
7818670,08:40:00,2.885,48.952,16
7842392,08:40:00,2.492,48.863,27
7819191,08:40:00,2.368,48.827,11
7840932,08:40:00,2.319,48.824,11
7819079,08:40:00,2.495,48.917,27
7819075,08:40:00,2.495,48.917,27
7841831,08:40:00,2.349,48.894,25
7819086,08:40:00,2.569,48.847,6
7841363,08:40:00,2.192,48.94,8
7840929,08:40:00,2.742,48.859,0
7819066,08:40:00,2.564,48.524,24
7840918,08:40:00,2.495,48.917,27
7819147,08:40:00,2.281,48.927,25
7842771,08:40:00,2.396,48.931,27
7841506,08:40:00,2.292,48.827,22
7842664,08:40:00,2.502,48.935,18
7840935,08:40:00,2.052,48.783,26
7842658,08:40:00,2.502,48.935,18
7841830,08:40:00,2.284,48.788,22
7840766,08:40:00,2.314,48.78,1
7819182,08:40:00,2.305,48.933,25
7842732,08:40:00,2.392,48.976,5
7841992,08:40:00,2.192,48.94,8
7841274,08:40:00,1.961,48.988,9
7842742,08:40:00,2.173,48.945,8
7818697,08:40:00,2.557,48.631,4
7841829,08:40:00,2.352,48.898,25
7818844,08:40:00,2.709,48.834,0
7818766,08:40:00,2.133,48.868,14
7842713,08:40:00,2.267,48.841,22
7818647,08:40:00,2.265,48.792,22
7867579,08:40:00,2.187,48.884,8
7818983,08:40:00,2.742,48.859,0
7841515,08:40:00,2.305,48.763,1
7819062,08:40:00,2.564,48.524,24
7819097,08:40:00,2.493,48.865,27
7818995,08:40:00,2.288,48.804,22
7819093,08:40:00,2.493,48.865,27
7818937,08:40:00,2.235,48.778,22
7819194,08:40:00,2.185,48.877,8
7819873,08:40:00,2.265,48.802,22
7818930,08:40:00,2.344,48.899,25
7819871,08:40:00,2.265,48.802,22
7818971,08:40:00,2.349,48.894,25
7842422,08:40:00,2.295,48.915,25
7818468,08:40:00,2.396,48.779,1
7841381,08:40:00,2.225,48.828,22
7840908,08:40:00,2.534,48.831,6
7842769,08:40:00,2.442,48.847,27
7819589,08:40:00,2.45,48.791,17
7842700,08:40:00,2.825,48.846,0
7818633,08:40:00,2.051,48.758,26
7842727,08:40:00,2.471,48.833,17
7818763,08:40:00,2.25,48.773,22
7842709,08:40:00,2.395,48.761,1
7819590,08:40:00,2.281,48.927,25
7842729,08:40:00,2.717,48.657,24
7841735,08:40:00,2.273,48.763,22
7867592,08:40:00,2.503,48.798,17
7819077,08:40:00,2.495,48.917,27
7819076,08:40:00,2.495,48.917,27
7818821,08:40:00,2.033,48.793,26
7842682,08:40:00,2.646,48.843,6
7818852,08:40:00,2.033,48.789,26
7825437,08:40:00,2.45,48.791,17
7819202,08:40:00,2.727,48.833,0
7840871,08:40:00,2.598,48.954,13
7842775,08:40:00,2.146,48.794,14
7841406,08:40:00,2.321,48.791,1
7818687,08:40:00,2.674,48.902,0
7818956,08:50:00,2.404,48.969,5
7842773,08:50:00,2.25,48.77,22
7840940,08:50:00,2.284,48.742,22
7819159,08:50:00,2.232,48.964,3
7840814,08:50:00,2.285,48.742,22
7867612,08:50:00,2.253,48.838,22
7819009,08:50:00,1.93,48.762,2
7818846,08:50:00,2.833,48.887,0
7819498,08:50:00,2.355,48.788,1
7818826,08:50:00,2.786,48.853,0
7819489,08:50:00,2.396,48.93,27
7818759,08:50:00,2.043,48.804,26
7841926,08:50:00,2.321,48.794,1
7842114,08:50:00,2.522,49.099,18
7819571,08:50:00,2.063,48.807,26
7819492,08:50:00,2.367,48.775,1
7818793,08:50:00,2.059,48.812,26
7841507,08:50:00,2.017,48.975,28
7819017,08:50:00,2.676,48.522,24
7840933,08:50:00,2.189,48.919,8
7819789,08:50:00,2.445,48.907,27
7818888,08:50:00,2.768,48.854,0
7819102,08:50:00,2.331,48.93,25
7819189,08:50:00,2.086,48.901,28
7842390,08:50:00,2.492,48.863,27
7819024,08:50:00,1.93,48.762,2
7819527,08:50:00,2.279,48.898,25
7840853,08:50:00,2.558,48.66,4
7842787,08:50:00,2.648,48.839,6
7840950,08:50:00,2.349,48.744,1
7842781,08:50:00,2.571,48.847,6
7819611,08:50:00,2.544,48.523,24
7840938,08:50:00,2.559,48.631,4
7841518,08:50:00,2.494,48.916,27
7842765,08:50:00,2.654,48.839,6
7842802,08:50:00,2.189,48.932,8
7841781,08:50:00,2.654,48.839,6
7867629,08:50:00,2.643,48.795,6
7867628,08:50:00,2.017,49.028,15
7867630,08:50:00,1.988,49.028,15
7840893,08:50:00,2.212,48.987,3
7818948,08:50:00,2.349,48.744,1
7818947,08:50:00,2.349,48.744,1
7819197,08:50:00,2.386,49.004,5
7819838,08:50:00,2.445,48.853,27
7867631,08:50:00,1.91,48.991,9
7842763,08:50:00,2.396,48.778,1
7867619,08:50:00,2.438,48.864,27
7867616,08:50:00,1.913,48.99,9
7842782,08:50:00,2.294,48.991,3
7818984,08:50:00,3.082,48.813,29
7819139,08:50:00,2.321,48.791,1
7841520,08:50:00,2.494,48.916,27
7819007,08:50:00,2.404,48.969,5
7842779,08:50:00,2.759,48.443,23
7841842,08:50:00,2.14,48.929,8
7841839,08:50:00,2.352,48.898,25
7841399,08:50:00,2.264,48.901,8
7842388,08:50:00,2.492,48.863,27
7840941,08:50:00,2.373,48.819,11
7819143,08:50:00,2.383,48.883,11
